date,time,day_of_week,male_adult,female_adult,male_old,female_old,male_young,female_young
2018-01-02,21:00,화,154,43,56,66,152,85
2018-01-02,22:00,화,65,40,65,42,12,45
2018-01-02,23:00,화,13,17,67,35,22,39
2018-01-03,00:00,수,84,39,70,26,69,7
2018-01-03,01:00,수,65,23,81,14,59,8
2018-01-03,02:00,수,77,36,32,40,46,11
2018-01-03,03:00,수,15,48,30,36,15,57
2018-01-03,04:00,수,64,50,72,40,37,37
2018-01-03,05:00,수,55,30,16,54,72,23
2018-01-03,06:00,수,181,51,122,14,182,78
2018-01-03,07:00,수,192,95,217,30,94,182
2018-01-03,08:00,수,163,126,206,71,41,32
2018-01-03,09:00,수,180,56,176,76,25,98
2018-01-03,10:00,수,182,38,158,42,60,93
2018-01-03,11:00,수,153,40,158,109,26,84
2018-01-03,12:00,수,42,36,188,35,194,125
2018-01-03,13:00,수,156,19,29,26,41,143
2018-01-03,14:00,수,34,87,117,117,141,41
2018-01-03,15:00,수,38,106,157,106,98,32
2018-01-03,16:00,수,143,31,172,31,60,71
2018-01-03,17:00,수,160,60,167,39,66,67
2018-01-03,18:00,수,171,72,137,173,155,19
2018-01-03,19:00,수,92,88,254,93,233,62
2018-01-03,20:00,수,91,56,124,37,55,46
2018-01-03,21:00,수,45,12,46,101,86,61
2018-01-03,22:00,수,29,36,59,8,55,54
2018-01-03,23:00,수,64,50,63,24,14,34
2018-01-04,00:00,목,85,28,13,52,94,8
2018-01-04,01:00,목,58,32,85,17,12,18
2018-01-04,02:00,목,65,7,26,44,82,12
2018-01-04,03:00,목,43,36,31,12,18,26
2018-01-04,04:00,목,23,60,55,45,13,40
2018-01-04,05:00,목,94,15,39,52,12,62
2018-01-04,06:00,목,116,16,139,28,149,95
2018-01-04,07:00,목,273,105,297,199,75,162
2018-01-04,08:00,목,102,28,137,122,72,47
2018-01-04,09:00,목,147,77,55,18,136,36
2018-01-04,10:00,목,157,20,56,20,21,110
2018-01-04,11:00,목,30,18,66,89,111,62
2018-01-04,12:00,목,53,124,255,169,222,24
2018-01-04,13:00,목,153,41,233,145,124,111
2018-01-04,14:00,목,97,26,84,72,59,24
2018-01-04,15:00,목,129,35,138,113,195,108
2018-01-04,16:00,목,106,112,24,40,200,67
2018-01-04,17:00,목,117,20,85,32,55,83
2018-01-04,18:00,목,152,174,43,34,262,163
2018-01-04,19:00,목,252,142,129,129,96,195
2018-01-04,20:00,목,71,77,129,113,61,32
2018-01-04,21:00,목,168,52,122,44,100,79
2018-01-04,22:00,목,25,18,89,35,89,33
2018-01-04,23:00,목,27,50,47,55,14,13
2018-01-05,00:00,금,46,31,101,21,48,62
2018-01-05,01:00,금,88,49,59,46,31,38
2018-01-05,02:00,금,96,41,69,63,46,13
2018-01-05,03:00,금,106,64,93,34,55,40
2018-01-05,04:00,금,25,21,23,32,47,68
2018-01-05,05:00,금,10,46,23,49,28,21
2018-01-05,06:00,금,32,93,56,124,185,141
2018-01-05,07:00,금,56,180,293,47,169,197
2018-01-05,08:00,금,130,78,65,201,296,164
2018-01-05,09:00,금,152,101,126,115,57,34
2018-01-05,10:00,금,95,108,113,57,198,98
2018-01-05,11:00,금,75,137,58,112,140,89
2018-01-05,12:00,금,120,111,192,101,192,32
2018-01-05,13:00,금,31,132,271,42,30,30
2018-01-05,14:00,금,53,109,202,32,128,37
2018-01-05,15:00,금,46,30,104,27,103,90
2018-01-05,16:00,금,212,52,69,65,80,87
2018-01-05,17:00,금,183,16,156,17,114,90
2018-01-05,18:00,금,268,118,97,42,306,57
2018-01-05,19:00,금,93,165,150,135,158,80
2018-01-05,20:00,금,195,130,86,18,133,43
2018-01-05,21:00,금,202,112,93,122,158,110
2018-01-05,22:00,금,18,13,98,12,53,65
2018-01-05,23:00,금,28,65,50,67,77,24
2018-01-06,00:00,토,50,21,31,4,33,12
2018-01-06,01:00,토,51,27,53,30,26,28
2018-01-06,02:00,토,9,15,18,21,16,21
2018-01-06,03:00,토,42,11,36,15,15,25
2018-01-06,04:00,토,51,30,46,33,14,15
2018-01-06,05:00,토,10,30,12,15,14,28
2018-01-06,06:00,토,40,67,102,21,76,8
2018-01-06,07:00,토,61,102,38,99,42,57
2018-01-06,08:00,토,136,39,122,107,52,69
2018-01-06,09:00,토,47,7,42,56,93,17
2018-01-06,10:00,토,24,20,68,44,107,50
2018-01-06,11:00,토,20,20,56,54,15,56
2018-01-06,12:00,토,27,13,90,22,72,14
2018-01-06,13:00,토,134,72,74,36,88,56
2018-01-06,14:00,토,68,23,76,42,59,40
2018-01-06,15:00,토,101,46,21,41,64,20
2018-01-06,16:00,토,75,59,34,62,102,11
2018-01-06,17:00,토,66,23,27,51,60,9
2018-01-06,18:00,토,53,26,70,101,29,11
2018-01-06,19:00,토,71,10,65,42,160,69
2018-01-06,20:00,토,89,13,46,32,82,7
2018-01-06,21:00,토,101,10,44,54,69,49
2018-01-06,22:00,토,35,10,32,14,30,9
2018-01-06,23:00,토,46,6,6,31,9,24
2018-01-07,00:00,일,24,21,3,16,3,7
2018-01-07,01:00,일,30,23,10,9,21,2
2018-01-07,02:00,일,35,17,35,6,36,21
2018-01-07,03:00,일,33,21,6,20,8,8
2018-01-07,04:00,일,8,6,34,13,35,14
2018-01-07,05:00,일,22,7,13,6,28,6
2018-01-07,06:00,일,25,46,26,47,20,22
2018-01-07,07:00,일,24,37,82,57,99,36
2018-01-07,08:00,일,91,35,39,35,84,65
2018-01-07,09:00,일,44,25,20,8,38,22
2018-01-07,10:00,일,36,31,20,43,67,33
2018-01-07,11:00,일,22,11,57,15,48,14
2018-01-07,12:00,일,79,25,40,53,68,33
2018-01-07,13:00,일,48,49,39,6,50,53
2018-01-07,14:00,일,7,11,31,9,7,13
2018-01-07,15:00,일,17,9,46,22,50,12
2018-01-07,16:00,일,65,21,55,19,25,14
2018-01-07,17:00,일,33,36,26,7,69,45
2018-01-07,18:00,일,21,16,50,31,105,45
2018-01-07,19:00,일,30,12,62,68,57,19
2018-01-07,20:00,일,27,39,70,16,58,43
2018-01-07,21:00,일,21,22,65,39,12,44
2018-01-07,22:00,일,35,8,4,5,15,21
2018-01-07,23:00,일,21,15,20,12,3,2
2018-01-08,00:00,월,80,11,72,54,52,52
2018-01-08,01:00,월,12,43,22,34,38,28
2018-01-08,02:00,월,22,20,50,25,24,14
2018-01-08,03:00,월,83,31,41,61,72,22
2018-01-08,04:00,월,68,48,26,38,86,63
2018-01-08,05:00,월,52,60,21,41,41,36
2018-01-08,06:00,월,51,55,59,23,126,58
2018-01-08,07:00,월,38,48,222,88,255,185
2018-01-08,08:00,월,244,126,124,130,270,191
2018-01-08,09:00,월,125,64,181,17,20,89
2018-01-08,10:00,월,101,22,122,123,109,79
2018-01-08,11:00,월,79,34,67,111,116,124
2018-01-08,12:00,월,171,56,200,60,108,124
2018-01-08,13:00,월,97,137,165,63,199,143
2018-01-08,14:00,월,155,121,121,26,145,14
2018-01-08,15:00,월,104,96,157,115,87,53
2018-01-08,16:00,월,52,48,103,79,178,13
2018-01-08,17:00,월,99,33,48,80,164,50
2018-01-08,18:00,월,106,99,245,41,75,65
2018-01-08,19:00,월,88,35,49,64,210,65
2018-01-08,20:00,월,145,35,98,57,50,95
2018-01-08,21:00,월,160,12,97,124,92,91
2018-01-08,22:00,월,30,13,16,24,87,17
2018-01-08,23:00,월,20,18,53,7,76,26
2018-01-09,00:00,화,87,60,83,41,13,17
2018-01-09,01:00,화,80,67,106,37,26,44
2018-01-09,02:00,화,79,20,16,13,90,51
2018-01-09,03:00,화,58,21,74,10,104,31
2018-01-09,04:00,화,95,27,88,69,52,8
2018-01-09,05:00,화,79,18,15,62,33,53
2018-01-09,06:00,화,170,126,78,36,99,82
2018-01-09,07:00,화,314,112,269,126,311,63
2018-01-09,08:00,화,41,170,288,147,190,65
2018-01-09,09:00,화,57,108,23,96,173,22
2018-01-09,10:00,화,133,127,176,104,156,131
2018-01-09,11:00,화,115,73,124,109,147,22
2018-01-09,12:00,화,130,117,69,153,226,114
2018-01-09,13:00,화,269,34,265,134,258,150
2018-01-09,14:00,화,24,74,80,94,144,68
2018-01-09,15:00,화,68,112,86,84,95,91
2018-01-09,16:00,화,149,30,132,23,148,130
2018-01-09,17:00,화,148,71,43,29,99,98
2018-01-09,18:00,화,215,86,128,160,129,87
2018-01-09,19:00,화,118,87,36,101,227,87
2018-01-09,20:00,화,192,106,27,21,148,35
2018-01-09,21:00,화,190,131,193,140,90,109
2018-01-09,22:00,화,43,14,55,31,77,38
2018-01-09,23:00,화,66,54,92,8,95,62
2018-01-10,00:00,수,23,46,100,64,45,12
2018-01-10,01:00,수,10,49,92,68,94,27
2018-01-10,02:00,수,102,21,46,23,16,22
2018-01-10,03:00,수,28,22,92,29,53,12
2018-01-10,04:00,수,88,25,14,22,42,58
2018-01-10,05:00,수,44,23,17,44,53,9
2018-01-10,06:00,수,63,110,133,109,158,21
2018-01-10,07:00,수,304,156,272,161,200,155
2018-01-10,08:00,수,242,103,57,135,231,103
2018-01-10,09:00,수,65,42,121,104,86,39
2018-01-10,10:00,수,23,23,81,109,127,134
2018-01-10,11:00,수,132,25,162,33,179,55
2018-01-10,12:00,수,133,126,158,170,211,19
2018-01-10,13:00,수,272,177,200,76,76,172
2018-01-10,14:00,수,175,32,87,104,176,27
2018-01-10,15:00,수,170,141,117,135,39,125
2018-01-10,16:00,수,46,104,166,64,65,34
2018-01-10,17:00,수,179,125,133,90,28,119
2018-01-10,18:00,수,266,193,190,186,113,190
2018-01-10,19:00,수,272,162,301,70,139,97
2018-01-10,20:00,수,102,132,50,30,182,115
2018-01-10,21:00,수,50,44,189,85,39,67
2018-01-10,22:00,수,59,59,54,60,74,62
2018-01-10,23:00,수,97,68,42,60,24,12
2018-01-11,00:00,목,70,12,110,53,17,71
2018-01-11,01:00,목,87,26,45,10,92,14
2018-01-11,02:00,목,14,29,59,38,61,21
2018-01-11,03:00,목,41,32,16,48,31,18
2018-01-11,04:00,목,71,41,82,18,56,73
2018-01-11,05:00,목,105,18,67,70,36,59
2018-01-11,06:00,목,196,66,196,46,78,116
2018-01-11,07:00,목,331,138,347,182,132,115
2018-01-11,08:00,목,125,94,120,114,335,35
2018-01-11,09:00,목,110,33,211,83,192,120
2018-01-11,10:00,목,91,134,171,49,125,57
2018-01-11,11:00,목,223,67,158,20,110,89
2018-01-11,12:00,목,116,144,231,35,217,164
2018-01-11,13:00,목,290,194,227,76,130,155
2018-01-11,14:00,목,182,53,169,88,167,17
2018-01-11,15:00,목,149,139,29,69,56,40
2018-01-11,16:00,목,77,142,217,112,177,18
2018-01-11,17:00,목,35,150,150,42,142,122
2018-01-11,18:00,목,40,225,261,115,65,151
2018-01-11,19:00,목,194,103,135,195,271,98
2018-01-11,20:00,목,188,30,203,67,174,114
2018-01-11,21:00,목,69,68,169,81,207,33
2018-01-11,22:00,목,60,10,22,27,108,40
2018-01-11,23:00,목,107,34,95,51,87,43
2018-01-12,00:00,금,24,78,39,74,16,27
2018-01-12,01:00,금,96,63,123,60,83,16
2018-01-12,02:00,금,101,19,30,31,109,75
2018-01-12,03:00,금,22,23,26,8,127,53
2018-01-12,04:00,금,30,20,80,79,41,27
2018-01-12,05:00,금,84,32,86,53,114,14
2018-01-12,06:00,금,179,99,172,166,195,36
2018-01-12,07:00,금,292,165,150,29,53,170
2018-01-12,08:00,금,121,215,73,211,281,190
2018-01-12,09:00,금,211,163,154,169,102,53
2018-01-12,10:00,금,56,53,202,90,229,161
2018-01-12,11:00,금,231,170,220,148,166,35
2018-01-12,12:00,금,103,126,108,115,123,83
2018-01-12,13:00,금,233,185,206,75,170,193
2018-01-12,14:00,금,65,147,139,29,216,89
2018-01-12,15:00,금,170,104,227,149,157,168
2018-01-12,16:00,금,102,56,125,69,242,44
2018-01-12,17:00,금,97,109,222,139,101,83
2018-01-12,18:00,금,306,184,67,168,221,151
2018-01-12,19:00,금,371,29,365,129,273,132
2018-01-12,20:00,금,100,156,214,120,136,74
2018-01-12,21:00,금,57,29,159,111,209,114
2018-01-12,22:00,금,61,76,84,10,42,15
2018-01-12,23:00,금,50,21,120,48,108,16
2018-01-13,00:00,토,38,37,27,4,20,36
2018-01-13,01:00,토,29,33,63,25,32,7
2018-01-13,02:00,토,21,5,7,40,41,35
2018-01-13,03:00,토,10,26,22,41,16,20
2018-01-13,04:00,토,33,40,43,25,59,42
2018-01-13,05:00,토,41,27,12,13,27,23
2018-01-13,06:00,토,104,30,44,12,55,26
2018-01-13,07:00,토,179,125,62,116,26,123
2018-01-13,08:00,토,123,44,167,81,123,111
2018-01-13,09:00,토,104,77,124,82,19,61
2018-01-13,10:00,토,51,62,24,72,45,43
2018-01-13,11:00,토,54,65,93,40,78,27
2018-01-13,12:00,토,149,63,124,52,98,97
2018-01-13,13:00,토,122,74,32,42,43,89
2018-01-13,14:00,토,37,63,114,73,27,29
2018-01-13,15:00,토,66,40,26,20,104,53
2018-01-13,16:00,토,37,82,47,78,42,69
2018-01-13,17:00,토,91,41,39,12,19,56
2018-01-13,18:00,토,57,105,145,61,97,61
2018-01-13,19:00,토,123,86,78,83,191,21
2018-01-13,20:00,토,41,52,42,35,60,21
2018-01-13,21:00,토,57,23,93,20,18,38
2018-01-13,22:00,토,37,42,8,22,58,35
2018-01-13,23:00,토,53,15,32,41,22,28
2018-01-14,00:00,일,27,7,33,26,27,18
2018-01-14,01:00,일,6,21,32,27,8,18
2018-01-14,02:00,일,14,17,4,27,19,23
2018-01-14,03:00,일,38,12,38,26,31,23
2018-01-14,04:00,일,38,4,40,9,38,20
2018-01-14,05:00,일,8,6,12,19,21,18
2018-01-14,06:00,일,30,43,76,43,50,25
2018-01-14,07:00,일,120,52,22,83,30,9
2018-01-14,08:00,일,76,39,89,31,13,22
2018-01-14,09:00,일,52,19,80,7,39,26
2018-01-14,10:00,일,50,49,77,34,34,53
2018-01-14,11:00,일,60,38,35,52,70,33
2018-01-14,12:00,일,66,39,63,21,88,14
2018-01-14,13:00,일,110,30,110,10,106,34
2018-01-14,14:00,일,16,27,84,48,23,32
2018-01-14,15:00,일,80,11,35,56,14,30
2018-01-14,16:00,일,32,5,30,31,32,43
2018-01-14,17:00,일,43,54,56,35,34,7
2018-01-14,18:00,일,17,42,62,84,59,28
2018-01-14,19:00,일,87,37,73,72,48,59
2018-01-14,20:00,일,28,11,83,6,70,18
2018-01-14,21:00,일,68,9,56,41,77,31
2018-01-14,22:00,일,24,11,19,27,14,5
2018-01-14,23:00,일,19,27,12,8,4,27
2018-01-15,00:00,월,79,52,38,18,61,43
2018-01-15,01:00,월,32,50,63,26,69,63
2018-01-15,02:00,월,31,32,23,28,38,15
2018-01-15,03:00,월,90,28,73,48,51,52
2018-01-15,04:00,월,89,10,62,62,70,24
2018-01-15,05:00,월,69,8,43,46,12,66
2018-01-15,06:00,월,45,32,69,114,123,48
2018-01-15,07:00,월,235,170,202,148,51,149
2018-01-15,08:00,월,205,46,132,121,263,184
2018-01-15,09:00,월,85,96,76,68,112,76
2018-01-15,10:00,월,57,66,84,92,150,87
2018-01-15,11:00,월,127,22,133,48,196,114
2018-01-15,12:00,월,104,104,69,42,201,89
2018-01-15,13:00,월,207,105,247,51,205,106
2018-01-15,14:00,월,125,104,81,25,47,82
2018-01-15,15:00,월,165,74,71,14,170,20
2018-01-15,16:00,월,163,96,39,50,62,108
2018-01-15,17:00,월,77,126,153,58,199,75
2018-01-15,18:00,월,96,63,267,94,102,187
2018-01-15,19:00,월,284,104,198,22,52,51
2018-01-15,20:00,월,34,126,130,126,100,34
2018-01-15,21:00,월,157,21,51,73,132,123
2018-01-15,22:00,월,10,15,83,59,91,16
2018-01-15,23:00,월,62,60,46,47,75,7
2018-01-16,00:00,화,104,70,104,38,20,51
2018-01-16,01:00,화,61,30,59,26,25,49
2018-01-16,02:00,화,109,71,95,63,50,65
2018-01-16,03:00,화,51,50,37,7,36,25
2018-01-16,04:00,화,110,10,99,17,109,23
2018-01-16,05:00,화,65,68,44,35,65,49
2018-01-16,06:00,화,198,64,140,99,156,51
2018-01-16,07:00,화,170,102,148,188,275,45
2018-01-16,08:00,화,235,109,108,184,320,105
2018-01-16,09:00,화,221,21,159,74,215,129
2018-01-16,10:00,화,203,71,128,77,102,67
2018-01-16,11:00,화,70,126,41,99,208,101
2018-01-16,12:00,화,105,115,108,62,201,23
2018-01-16,13:00,화,164,109,105,47,99,57
2018-01-16,14:00,화,199,144,70,97,100,23
2018-01-16,15:00,화,219,129,69,14,158,109
2018-01-16,16:00,화,77,60,126,48,219,50
2018-01-16,17:00,화,204,103,65,113,123,35
2018-01-16,18:00,화,108,156,150,194,237,199
2018-01-16,19:00,화,265,218,205,53,288,174
2018-01-16,20:00,화,143,77,183,17,155,109
2018-01-16,21:00,화,199,97,161,79,213,96
2018-01-16,22:00,화,79,60,90,18,97,37
2018-01-16,23:00,화,100,72,65,35,89,51
2018-01-17,00:00,수,32,17,79,64,66,56
2018-01-17,01:00,수,77,58,36,28,28,25
2018-01-17,02:00,수,74,19,95,42,22,40
2018-01-17,03:00,수,30,25,75,43,108,17
2018-01-17,04:00,수,34,71,106,35,28,15
2018-01-17,05:00,수,104,61,12,63,29,59
2018-01-17,06:00,수,171,36,150,126,211,51
2018-01-17,07:00,수,138,163,111,26,35,135
2018-01-17,08:00,수,76,205,187,210,35,215
2018-01-17,09:00,수,92,55,55,50,25,62
2018-01-17,10:00,수,136,46,181,64,139,102
2018-01-17,11:00,수,212,60,168,50,95,74
2018-01-17,12:00,수,241,131,186,100,102,172
2018-01-17,13:00,수,285,137,167,93,111,44
2018-01-17,14:00,수,121,17,54,74,201,60
2018-01-17,15:00,수,52,106,42,69,36,137
2018-01-17,16:00,수,151,40,93,80,180,125
2018-01-17,17:00,수,121,94,141,28,103,123
2018-01-17,18:00,수,175,193,302,109,163,92
2018-01-17,19:00,수,330,24,168,134,295,160
2018-01-17,20:00,수,48,109,85,118,138,109
2018-01-17,21:00,수,66,131,128,111,56,61
2018-01-17,22:00,수,45,44,45,58,86,63
2018-01-17,23:00,수,23,73,74,64,64,41
2018-01-18,00:00,목,83,53,108,70,107,24
2018-01-18,01:00,목,95,62,114,11,18,75
2018-01-18,02:00,목,75,51,92,21,16,14
2018-01-18,03:00,목,17,11,69,50,50,58
2018-01-18,04:00,목,58,40,54,66,115,20
2018-01-18,05:00,목,116,66,16,62,40,25
2018-01-18,06:00,목,67,75,232,112,227,47
2018-01-18,07:00,목,174,121,356,176,168,83
2018-01-18,08:00,목,328,41,213,195,308,90
2018-01-18,09:00,목,189,109,197,24,183,126
2018-01-18,10:00,목,93,87,37,114,161,19
2018-01-18,11:00,목,173,95,46,81,168,150
2018-01-18,12:00,목,275,114,205,174,208,204
2018-01-18,13:00,목,159,180,114,85,291,170
2018-01-18,14:00,목,52,37,148,16,139,145
2018-01-18,15:00,목,173,115,165,90,47,34
2018-01-18,16:00,목,204,55,144,28,127,132
2018-01-18,17:00,목,57,63,39,113,198,72
2018-01-18,18:00,목,253,24,277,30,67,182
2018-01-18,19:00,목,304,209,139,187,207,106
2018-01-18,20:00,목,225,121,88,143,40,29
2018-01-18,21:00,목,211,60,153,40,153,150
2018-01-18,22:00,목,45,12,113,13,19,40
2018-01-18,23:00,목,93,50,42,14,53,77
2018-01-19,00:00,금,26,43,77,35,84,36
2018-01-19,01:00,금,53,25,96,36,34,61
2018-01-19,02:00,금,34,51,60,20,96,64
2018-01-19,03:00,금,20,42,14,73,88,28
2018-01-19,04:00,금,54,61,132,57,60,78
2018-01-19,05:00,금,116,18,40,52,73,55
2018-01-19,06:00,금,249,142,88,130,33,164
2018-01-19,07:00,금,246,93,284,260,278,188
2018-01-19,08:00,금,326,148,198,114,284,81
2018-01-19,09:00,금,106,63,54,26,247,137
2018-01-19,10:00,금,118,158,192,155,137,102
2018-01-19,11:00,금,89,154,109,32,132,162
2018-01-19,12:00,금,314,127,262,23,118,162
2018-01-19,13:00,금,199,169,76,24,72,199
2018-01-19,14:00,금,244,65,109,47,101,28
2018-01-19,15:00,금,37,53,191,169,126,65
2018-01-19,16:00,금,162,141,68,86,60,76
2018-01-19,17:00,금,62,133,173,172,144,170
2018-01-19,18:00,금,242,260,252,205,396,228
2018-01-19,19:00,금,192,215,276,261,224,183
2018-01-19,20:00,금,96,151,196,166,57,98
2018-01-19,21:00,금,122,18,241,102,256,17
2018-01-19,22:00,금,106,38,42,24,62,72
2018-01-19,23:00,금,118,51,107,24,88,50
2018-01-20,00:00,토,23,4,42,6,14,20
2018-01-20,01:00,토,26,38,50,44,20,24
2018-01-20,02:00,토,59,23,30,9,62,34
2018-01-20,03:00,토,50,38,54,30,34,41
2018-01-20,04:00,토,38,22,40,14,37,18
2018-01-20,05:00,토,41,39,43,17,44,15
2018-01-20,06:00,토,25,16,36,83,22,15
2018-01-20,07:00,토,111,47,195,120,138,60
2018-01-20,08:00,토,132,97,158,26,174,58
2018-01-20,09:00,토,88,10,99,12,110,8
2018-01-20,10:00,토,92,58,46,86,81,77
2018-01-20,11:00,토,68,75,37,18,124,9
2018-01-20,12:00,토,114,87,141,12,118,19
2018-01-20,13:00,토,39,105,98,16,160,37
2018-01-20,14:00,토,106,20,21,64,101,47
2018-01-20,15:00,토,42,34,114,52,81,47
2018-01-20,16:00,토,116,49,33,55,44,83
2018-01-20,17:00,토,69,66,120,13,97,19
2018-01-20,18:00,토,198,62,71,51,36,121
2018-01-20,19:00,토,123,68,79,61,55,54
2018-01-20,20:00,토,78,47,100,10,28,58
2018-01-20,21:00,토,128,53,117,31,36,40
2018-01-20,22:00,토,31,19,55,27,48,41
2018-01-20,23:00,토,9,25,62,20,17,11
2018-01-21,00:00,일,16,7,34,14,24,3
2018-01-21,01:00,일,10,14,20,25,43,10
2018-01-21,02:00,일,32,13,14,20,27,29
2018-01-21,03:00,일,17,22,39,21,10,22
2018-01-21,04:00,일,18,24,8,19,5,11
2018-01-21,05:00,일,43,27,20,13,23,18
2018-01-21,06:00,일,36,28,32,43,37,39
2018-01-21,07:00,일,30,45,24,88,16,30
2018-01-21,08:00,일,37,10,66,55,56,16
2018-01-21,09:00,일,11,32,16,7,71,11
2018-01-21,10:00,일,61,49,16,8,36,29
2018-01-21,11:00,일,80,12,42,10,85,8
2018-01-21,12:00,일,82,60,90,13,20,19
2018-01-21,13:00,일,115,28,12,47,21,27
2018-01-21,14:00,일,29,7,26,19,81,36
2018-01-21,15:00,일,41,50,13,44,70,21
2018-01-21,16:00,일,25,26,61,42,29,11
2018-01-21,17:00,일,72,12,11,51,47,50
2018-01-21,18:00,일,83,14,67,63,44,75
2018-01-21,19:00,일,62,88,90,44,41,22
2018-01-21,20:00,일,53,40,9,54,20,30
2018-01-21,21:00,일,39,31,61,42,63,21
2018-01-21,22:00,일,35,27,31,18,15,5
2018-01-21,23:00,일,9,22,25,11,29,19
2018-01-22,00:00,월,16,8,62,21,57,38
2018-01-22,01:00,월,71,39,43,58,43,47
2018-01-22,02:00,월,32,21,18,20,50,22
2018-01-22,03:00,월,24,52,35,23,52,42
2018-01-22,04:00,월,64,6,12,7,78,39
2018-01-22,05:00,월,47,33,21,29,40,41
2018-01-22,06:00,월,34,83,64,98,35,56
2018-01-22,07:00,월,174,149,241,119,46,131
2018-01-22,08:00,월,127,172,223,71,177,53
2018-01-22,09:00,월,49,82,152,80,132,38
2018-01-22,10:00,월,114,81,142,30,119,60
2018-01-22,11:00,월,25,71,22,69,55,84
2018-01-22,12:00,월,81,19,135,95,105,27
2018-01-22,13:00,월,87,80,222,109,80,36
2018-01-22,14:00,월,28,18,89,71,145,12
2018-01-22,15:00,월,106,93,135,42,126,60
2018-01-22,16:00,월,128,62,119,24,20,30
2018-01-22,17:00,월,84,85,124,46,122,46
2018-01-22,18:00,월,175,125,206,60,122,137
2018-01-22,19:00,월,222,135,205,76,131,157
2018-01-22,20:00,월,128,108,22,11,111,88
2018-01-22,21:00,월,59,47,173,56,86,100
2018-01-22,22:00,월,71,44,45,55,29,18
2018-01-22,23:00,월,77,6,70,53,84,15
2018-01-23,00:00,화,28,23,51,49,17,30
2018-01-23,01:00,화,90,15,49,21,70,42
2018-01-23,02:00,화,42,33,43,6,14,25
2018-01-23,03:00,화,55,9,42,30,51,56
2018-01-23,04:00,화,81,45,91,14,95,48
2018-01-23,05:00,화,87,58,83,52,59,23
2018-01-23,06:00,화,107,65,183,69,28,46
2018-01-23,07:00,화,96,145,167,63,51,128
2018-01-23,08:00,화,260,89,63,158,105,66
2018-01-23,09:00,화,121,31,131,117,56,103
2018-01-23,10:00,화,103,34,153,21,161,85
2018-01-23,11:00,화,19,98,69,86,44,71
2018-01-23,12:00,화,73,36,189,124,93,37
2018-01-23,13:00,화,134,52,230,106,173,56
2018-01-23,14:00,화,152,76,82,87,93,90
2018-01-23,15:00,화,72,74,140,108,57,96
2018-01-23,16:00,화,191,25,79,47,43,63
2018-01-23,17:00,화,107,31,135,23,140,34
2018-01-23,18:00,화,50,113,201,170,153,117
2018-01-23,19:00,화,142,81,140,41,99,30
2018-01-23,20:00,화,79,34,24,122,34,125
2018-01-23,21:00,화,19,97,194,77,148,28
2018-01-23,22:00,화,68,22,57,16,24,59
2018-01-23,23:00,화,93,42,85,62,31,8
2018-01-24,00:00,수,65,21,15,15,74,41
2018-01-24,01:00,수,41,24,84,29,49,56
2018-01-24,02:00,수,41,47,76,49,89,47
2018-01-24,03:00,수,54,19,46,7,37,64
2018-01-24,04:00,수,78,42,47,59,25,60
