date,time,day_of_week,male_adult,female_adult,male_old,female_old,male_young,female_young
2024-01-06,17:00,토,241,81,210,31,241,128
2024-01-06,18:00,토,287,122,67,127,162,225
2024-01-06,19:00,토,238,80,250,219,160,119
2024-01-06,20:00,토,27,150,114,114,131,123
2024-01-06,21:00,토,40,85,27,28,137,124
2024-01-06,22:00,토,130,16,73,32,134,19
2024-01-06,23:00,토,27,53,105,74,63,68
2024-01-07,00:00,일,89,16,106,33,31,36
2024-01-07,01:00,일,25,61,16,17,66,82
2024-01-07,02:00,일,53,54,111,31,96,56
2024-01-07,03:00,일,70,58,92,47,43,27
2024-01-07,04:00,일,94,50,69,72,92,82
2024-01-07,05:00,일,50,36,44,26,93,26
2024-01-07,06:00,일,193,130,229,68,34,157
2024-01-07,07:00,일,76,221,62,171,186,40
2024-01-07,08:00,일,294,159,376,65,66,62
2024-01-07,09:00,일,236,152,182,80,186,148
2024-01-07,10:00,일,234,98,93,120,221,49
2024-01-07,11:00,일,40,70,76,48,243,43
2024-01-07,12:00,일,84,216,135,143,187,169
2024-01-07,13:00,일,252,169,131,198,235,215
2024-01-07,14:00,일,102,130,155,129,211,58
2024-01-07,15:00,일,181,46,242,66,207,63
2024-01-07,16:00,일,150,21,92,94,26,155
2024-01-07,17:00,일,51,146,114,139,155,134
2024-01-07,18:00,일,342,207,167,73,334,158
2024-01-07,19:00,일,254,162,252,26,102,190
2024-01-07,20:00,일,186,49,231,157,31,117
2024-01-07,21:00,일,223,104,153,146,166,107
2024-01-07,22:00,일,27,35,65,80,117,33
2024-01-07,23:00,일,100,35,95,8,74,72
2024-01-08,00:00,월,37,14,37,21,61,9
2024-01-08,01:00,월,60,22,17,49,67,20
2024-01-08,02:00,월,70,40,39,16,31,25
2024-01-08,03:00,월,44,6,29,48,42,12
2024-01-08,04:00,월,32,7,70,22,39,6
2024-01-08,05:00,월,31,28,47,27,28,39
2024-01-08,06:00,월,115,94,44,44,82,42
2024-01-08,07:00,월,60,44,30,130,179,29
2024-01-08,08:00,월,205,153,159,149,178,22
2024-01-08,09:00,월,51,47,154,99,36,28
2024-01-08,10:00,월,26,41,138,37,113,80
2024-01-08,11:00,월,61,46,83,57,68,32
2024-01-08,12:00,월,46,53,176,14,82,14
2024-01-08,13:00,월,161,53,145,45,182,78
2024-01-08,14:00,월,132,14,141,86,112,67
2024-01-08,15:00,월,119,55,115,25,60,53
2024-01-08,16:00,월,81,88,106,28,148,100
2024-01-08,17:00,월,137,84,64,62,131,26
2024-01-08,18:00,월,66,78,55,156,59,130
2024-01-08,19:00,월,197,67,227,83,191,134
2024-01-08,20:00,월,71,10,89,102,92,92
2024-01-08,21:00,월,100,69,74,89,123,73
2024-01-08,22:00,월,69,46,59,9,42,47
2024-01-08,23:00,월,62,19,76,29,27,45
2024-01-09,00:00,화,76,17,40,19,54,29
2024-01-09,01:00,화,65,23,43,23,34,36
2024-01-09,02:00,화,61,44,38,56,61,35
2024-01-09,03:00,화,50,9,41,36,56,38
2024-01-09,04:00,화,47,8,67,51,35,29
2024-01-09,05:00,화,47,8,31,47,47,48
2024-01-09,06:00,화,127,50,108,112,37,19
2024-01-09,07:00,화,128,141,42,34,214,124
2024-01-09,08:00,화,32,81,164,97,130,74
2024-01-09,09:00,화,87,33,142,34,127,76
2024-01-09,10:00,화,132,35,94,53,71,75
2024-01-09,11:00,화,116,27,132,78,32,89
2024-01-09,12:00,화,43,68,51,39,102,57
2024-01-09,13:00,화,78,143,97,73,148,47
2024-01-09,14:00,화,89,43,22,75,158,110
2024-01-09,15:00,화,21,73,18,12,106,38
2024-01-09,16:00,화,55,23,87,69,32,38
2024-01-09,17:00,화,120,85,144,109,74,51
2024-01-09,18:00,화,231,47,210,120,76,114
2024-01-09,19:00,화,131,81,81,20,160,66
2024-01-09,20:00,화,95,54,29,75,63,27
2024-01-09,21:00,화,89,35,169,15,56,47
2024-01-09,22:00,화,32,48,44,33,56,34
2024-01-09,23:00,화,34,30,49,13,22,26
2024-01-10,00:00,수,80,45,11,9,24,56
2024-01-10,01:00,수,43,40,76,43,59,48
2024-01-10,02:00,수,31,20,35,18,52,51
2024-01-10,03:00,수,34,15,61,40,74,48
2024-01-10,04:00,수,70,42,69,37,54,6
2024-01-10,05:00,수,32,43,48,21,24,24
2024-01-10,06:00,수,105,97,89,70,64,59
2024-01-10,07:00,수,241,141,224,106,110,163
2024-01-10,08:00,수,122,84,170,71,210,28
2024-01-10,09:00,수,136,54,92,82,48,22
2024-01-10,10:00,수,127,93,61,78,140,59
2024-01-10,11:00,수,154,25,63,77,134,14
2024-01-10,12:00,수,103,23,128,15,176,109
2024-01-10,13:00,수,182,29,201,25,150,22
2024-01-10,14:00,수,113,64,145,74,94,112
2024-01-10,15:00,수,135,40,52,89,123,76
2024-01-10,16:00,수,62,75,148,92,162,113
2024-01-10,17:00,수,48,35,116,80,70,95
2024-01-10,18:00,수,251,51,165,35,56,85
2024-01-10,19:00,수,65,38,30,81,26,149
2024-01-10,20:00,수,50,70,112,108,118,28
2024-01-10,21:00,수,122,101,70,105,44,68
2024-01-10,22:00,수,61,40,44,52,38,36
2024-01-10,23:00,수,41,23,47,50,38,26
2024-01-11,00:00,목,63,25,45,12,77,11
2024-01-11,01:00,목,45,26,54,37,69,22
2024-01-11,02:00,목,61,40,20,34,21,18
2024-01-11,03:00,목,29,14,65,25,40,62
2024-01-11,04:00,목,17,58,68,38,57,25
2024-01-11,05:00,목,83,11,78,28,83,60
2024-01-11,06:00,목,28,99,107,69,23,49
2024-01-11,07:00,목,106,187,89,164,95,57
2024-01-11,08:00,목,30,189,79,70,141,175
2024-01-11,09:00,목,171,20,145,111,57,117
2024-01-11,10:00,목,83,50,146,46,58,34
2024-01-11,11:00,목,96,37,65,122,39,20
2024-01-11,12:00,목,125,52,166,63,221,91
2024-01-11,13:00,목,170,95,162,99,48,33
2024-01-11,14:00,목,103,80,95,107,53,19
2024-01-11,15:00,목,120,100,107,120,40,89
2024-01-11,16:00,목,33,46,65,122,89,49
2024-01-11,17:00,목,44,46,71,109,142,102
2024-01-11,18:00,목,219,37,251,102,65,56
2024-01-11,19:00,목,179,103,134,43,70,70
2024-01-11,20:00,목,90,127,128,96,125,84
2024-01-11,21:00,목,59,37,105,52,156,63
2024-01-11,22:00,목,17,14,61,53,94,19
2024-01-11,23:00,목,95,43,31,27,73,52
2024-01-12,00:00,금,38,10,11,29,66,28
2024-01-12,01:00,금,69,44,87,43,65,10
2024-01-12,02:00,금,22,19,46,67,54,16
2024-01-12,03:00,금,94,9,16,24,53,17
2024-01-12,04:00,금,57,17,22,30,14,61
2024-01-12,05:00,금,44,11,57,30,92,18
2024-01-12,06:00,금,31,63,159,130,188,86
2024-01-12,07:00,금,282,209,272,145,176,94
2024-01-12,08:00,금,33,206,143,188,263,208
2024-01-12,09:00,금,186,125,147,124,96,107
2024-01-12,10:00,금,181,135,177,107,30,60
2024-01-12,11:00,금,186,42,98,14,176,71
2024-01-12,12:00,금,109,71,72,115,106,45
2024-01-12,13:00,금,198,91,217,70,157,91
2024-01-12,14:00,금,130,35,120,82,71,135
2024-01-12,15:00,금,90,120,149,58,205,138
2024-01-12,16:00,금,70,52,82,100,177,17
2024-01-12,17:00,금,41,94,76,31,117,63
2024-01-12,18:00,금,67,21,312,119,77,181
2024-01-12,19:00,금,212,167,149,114,118,186
2024-01-12,20:00,금,66,57,47,76,25,33
2024-01-12,21:00,금,136,82,101,129,67,127
2024-01-12,22:00,금,84,10,85,35,62,31
2024-01-12,23:00,금,48,40,47,29,10,55
2024-01-13,00:00,토,31,24,39,18,76,14
2024-01-13,01:00,토,82,63,93,80,97,64
2024-01-13,02:00,토,128,85,124,63,80,59
2024-01-13,03:00,토,100,86,32,79,108,28
2024-01-13,04:00,토,40,24,86,79,90,73
2024-01-13,05:00,토,16,65,44,22,65,60
2024-01-13,06:00,토,203,119,53,142,193,131
2024-01-13,07:00,토,372,155,242,102,65,127
2024-01-13,08:00,토,138,73,49,173,179,206
2024-01-13,09:00,토,157,69,51,47,40,88
2024-01-13,10:00,토,257,101,214,120,98,89
2024-01-13,11:00,토,122,142,105,30,239,108
2024-01-13,12:00,토,186,47,141,226,228,198
2024-01-13,13:00,토,119,86,222,143,181,76
2024-01-13,14:00,토,67,160,102,103,49,106
2024-01-13,15:00,토,208,152,177,84,120,52
2024-01-13,16:00,토,49,122,122,160,220,37
2024-01-13,17:00,토,38,46,215,28,132,27
2024-01-13,18:00,토,374,222,141,136,67,216
2024-01-13,19:00,토,147,239,208,103,161,233
2024-01-13,20:00,토,90,109,143,78,235,80
2024-01-13,21:00,토,203,43,253,21,99,49
2024-01-13,22:00,토,34,42,61,60,82,24
2024-01-13,23:00,토,39,27,43,23,116,70
2024-01-14,00:00,일,74,21,88,48,83,72
2024-01-14,01:00,일,88,22,106,26,41,56
2024-01-14,02:00,일,12,38,66,58,22,22
2024-01-14,03:00,일,71,35,30,26,118,73
2024-01-14,04:00,일,77,51,34,27,49,78
2024-01-14,05:00,일,98,56,33,73,117,76
2024-01-14,06:00,일,89,90,127,112,132,109
2024-01-14,07:00,일,73,155,244,68,314,228
2024-01-14,08:00,일,320,132,178,122,51,191
2024-01-14,09:00,일,134,104,38,72,116,134
2024-01-14,10:00,일,72,157,175,157,25,115
2024-01-14,11:00,일,206,106,120,71,82,80
2024-01-14,12:00,일,315,66,189,110,290,21
2024-01-14,13:00,일,250,97,223,93,237,183
2024-01-14,14:00,일,239,27,141,37,152,107
2024-01-14,15:00,일,72,42,191,97,79,73
2024-01-14,16:00,일,126,36,231,134,145,132
2024-01-14,17:00,일,148,143,237,97,224,116
2024-01-14,18:00,일,64,95,152,234,207,242
2024-01-14,19:00,일,364,206,323,67,218,174
2024-01-14,20:00,일,165,90,235,137,128,71
2024-01-14,21:00,일,180,27,93,130,112,118
2024-01-14,22:00,일,117,72,70,42,121,15
2024-01-14,23:00,일,88,42,79,21,26,80
2024-01-15,00:00,월,20,10,73,38,8,33
2024-01-15,01:00,월,53,39,75,32,70,51
2024-01-15,02:00,월,53,50,75,48,31,13
2024-01-15,03:00,월,23,32,18,15,44,30
2024-01-15,04:00,월,72,23,69,30,26,52
2024-01-15,05:00,월,9,37,43,17,78,17
2024-01-15,06:00,월,129,27,93,68,114,72
2024-01-15,07:00,월,57,79,30,91,31,55
2024-01-15,08:00,월,211,61,110,75,119,50
2024-01-15,09:00,월,26,16,116,13,134,59
2024-01-15,10:00,월,138,67,73,86,117,56
2024-01-15,11:00,월,119,40,77,56,48,65
2024-01-15,12:00,월,21,77,77,78,116,20
2024-01-15,13:00,월,49,42,191,82,48,84
2024-01-15,14:00,월,158,99,144,49,138,45
2024-01-15,15:00,월,36,34,39,51,30,14
2024-01-15,16:00,월,139,77,136,44,44,48
2024-01-15,17:00,월,95,78,134,27,114,81
2024-01-15,18:00,월,160,150,79,145,221,105
2024-01-15,19:00,월,73,45,74,131,121,138
2024-01-15,20:00,월,68,70,158,31,72,17
2024-01-15,21:00,월,52,77,81,78,118,21
2024-01-15,22:00,월,48,21,69,50,54,47
2024-01-15,23:00,월,76,15,53,19,77,40
2024-01-16,00:00,화,70,13,63,45,78,46
2024-01-16,01:00,화,86,24,41,57,61,58
2024-01-16,02:00,화,18,49,36,44,74,57
2024-01-16,03:00,화,18,16,39,11,27,10
2024-01-16,04:00,화,12,11,76,8,68,11
2024-01-16,05:00,화,76,55,24,48,80,37
2024-01-16,06:00,화,100,68,145,76,159,85
2024-01-16,07:00,화,145,46,91,48,66,157
2024-01-16,08:00,화,226,71,144,128,108,172
2024-01-16,09:00,화,152,60,94,89,148,51
2024-01-16,10:00,화,164,49,146,65,89,58
2024-01-16,11:00,화,37,28,132,102,47,107
2024-01-16,12:00,화,132,101,97,111,106,122
2024-01-16,13:00,화,151,46,178,113,74,142
2024-01-16,14:00,화,132,116,85,36,124,14
2024-01-16,15:00,화,157,104,95,35,62,69
2024-01-16,16:00,화,73,36,151,76,106,89
2024-01-16,17:00,화,114,80,124,92,177,16
2024-01-16,18:00,화,77,91,236,161,251,65
2024-01-16,19:00,화,117,30,30,107,147,124
2024-01-16,20:00,화,60,70,25,115,113,13
2024-01-16,21:00,화,78,86,103,107,82,52
2024-01-16,22:00,화,78,25,72,38,57,30
2024-01-16,23:00,화,81,24,37,40,26,35
2024-01-17,00:00,수,53,32,82,59,68,25
2024-01-17,01:00,수,62,16,20,27,16,54
2024-01-17,02:00,수,16,53,87,29,19,51
2024-01-17,03:00,수,17,18,64,17,49,45
2024-01-17,04:00,수,19,52,64,45,46,33
2024-01-17,05:00,수,76,15,32,47,53,12
2024-01-17,06:00,수,117,33,106,96,165,101
2024-01-17,07:00,수,116,48,44,26,226,141
2024-01-17,08:00,수,232,170,133,161,240,111
2024-01-17,09:00,수,39,74,46,70,113,36
2024-01-17,10:00,수,108,22,136,52,152,13
2024-01-17,11:00,수,17,79,115,16,167,101
2024-01-17,12:00,수,201,87,119,46,197,108
2024-01-17,13:00,수,30,34,163,29,84,46
2024-01-17,14:00,수,115,37,31,30,153,103
2024-01-17,15:00,수,176,72,32,95,177,113
2024-01-17,16:00,수,171,93,123,57,140,44
2024-01-17,17:00,수,143,60,91,58,61,108
2024-01-17,18:00,수,172,54,101,127,129,106
2024-01-17,19:00,수,119,138,244,102,192,40
2024-01-17,20:00,수,33,74,94,74,162,72
2024-01-17,21:00,수,124,51,41,109,19,85
2024-01-17,22:00,수,23,52,24,11,46,49
2024-01-17,23:00,수,70,13,70,46,74,19
2024-01-18,00:00,목,68,52,19,58,21,26
2024-01-18,01:00,목,72,64,59,62,94,20
2024-01-18,02:00,목,42,38,28,41,11,56
2024-01-18,03:00,목,33,38,67,63,25,29
2024-01-18,04:00,목,23,51,40,61,9,21
2024-01-18,05:00,목,76,20,17,44,81,55
2024-01-18,06:00,목,192,54,57,81,58,59
2024-01-18,07:00,목,160,35,29,135,251,168
2024-01-18,08:00,목,222,84,189,77,235,170
2024-01-18,09:00,목,86,38,33,13,169,78
2024-01-18,10:00,목,85,16,175,34,46,73
2024-01-18,11:00,목,107,45,179,124,146,85
2024-01-18,12:00,목,61,131,57,147,251,166
2024-01-18,13:00,목,244,53,85,163,100,103
2024-01-18,14:00,목,75,92,108,14,117,88
2024-01-18,15:00,목,106,70,140,59,118,66
2024-01-18,16:00,목,176,62,190,26,146,18
2024-01-18,17:00,목,71,33,161,45,137,36
2024-01-18,18:00,목,51,165,247,96,45,68
2024-01-18,19:00,목,89,55,278,158,45,124
2024-01-18,20:00,목,128,70,105,90,84,96
2024-01-18,21:00,목,52,90,150,130,160,113
2024-01-18,22:00,목,18,44,97,26,36,11
2024-01-18,23:00,목,50,55,91,54,43,53
2024-01-19,00:00,금,50,38,48,64,15,56
2024-01-19,01:00,금,98,9,23,61,55,69
2024-01-19,02:00,금,26,61,61,39,17,69
2024-01-19,03:00,금,48,34,105,40,89,21
2024-01-19,04:00,금,87,19,93,42,101,48
2024-01-19,05:00,금,57,26,82,34,88,16
2024-01-19,06:00,금,113,96,46,129,76,99
2024-01-19,07:00,금,279,77,69,162,94,40
2024-01-19,08:00,금,279,69,109,114,197,34
2024-01-19,09:00,금,174,53,71,66,70,59
2024-01-19,10:00,금,36,119,127,44,80,64
2024-01-19,11:00,금,91,64,92,129,196,39
2024-01-19,12:00,금,80,100,72,76,129,83
2024-01-19,13:00,금,111,69,75,183,86,124
2024-01-19,14:00,금,125,48,208,29,74,17
2024-01-19,15:00,금,159,129,104,84,141,104
2024-01-19,16:00,금,110,123,46,85,127,82
2024-01-19,17:00,금,175,110,202,51,31,63
2024-01-19,18:00,금,282,127,184,194,163,172
2024-01-19,19:00,금,253,142,33,161,205,129
2024-01-19,20:00,금,71,33,100,29,102,79
2024-01-19,21:00,금,159,84,71,76,47,68
2024-01-19,22:00,금,93,20,19,57,37,33
2024-01-19,23:00,금,72,54,50,14,56,16
2024-01-20,00:00,토,92,49,62,86,70,41
2024-01-20,01:00,토,132,74,111,16,131,76
2024-01-20,02:00,토,62,61,116,56,61,31
2024-01-20,03:00,토,98,23,78,47,104,79
2024-01-20,04:00,토,32,72,93,58,98,64
2024-01-20,05:00,토,79,58,14,66,88,71
2024-01-20,06:00,토,196,71,78,140,109,96
2024-01-20,07:00,토,268,255,273,153,162,206
2024-01-20,08:00,토,156,196,250,80,349,220
2024-01-20,09:00,토,85,17,93,52,259,111
2024-01-20,10:00,토,123,109,68,31,85,153
2024-01-20,11:00,토,260,19,242,116,42,157
2024-01-20,12:00,토,227,63,200,196,226,154
2024-01-20,13:00,토,194,165,208,164,314,163
2024-01-20,14:00,토,99,80,145,57,107,57
2024-01-20,15:00,토,105,160,199,134,156,168
2024-01-20,16:00,토,160,111,207,44,156,145
2024-01-20,17:00,토,133,74,250,21,207,154
2024-01-20,18:00,토,192,155,389,74,266,230
2024-01-20,19:00,토,250,222,222,149,158,192
2024-01-20,20:00,토,80,98,77,165,242,53
2024-01-20,21:00,토,73,157,199,74,54,33
2024-01-20,22:00,토,95,64,131,41,86,61
2024-01-20,23:00,토,32,23,105,49,41,80
2024-01-21,00:00,일,37,16,79,39,29,81
2024-01-21,01:00,일,84,66,108,80,38,34
2024-01-21,02:00,일,88,17,113,16,65,42
2024-01-21,03:00,일,111,45,119,45,117,20
2024-01-21,04:00,일,111,53,26,37,87,18
2024-01-21,05:00,일,14,50,94,44,49,63
2024-01-21,06:00,일,123,164,69,146,33,28
2024-01-21,07:00,일,312,51,155,232,183,39
2024-01-21,08:00,일,99,98,149,114,269,218
2024-01-21,09:00,일,124,29,119,90,114,38
2024-01-21,10:00,일,124,25,179,100,111,140
2024-01-21,11:00,일,73,148,48,63,41,51
2024-01-21,12:00,일,50,212,271,62,185,56
2024-01-21,13:00,일,68,66,89,94,37,116
2024-01-21,14:00,일,118,154,132,61,129,39
2024-01-21,15:00,일,66,110,217,148,193,74
2024-01-21,16:00,일,146,124,212,79,62,70
2024-01-21,17:00,일,199,48,57,124,99,106
2024-01-21,18:00,일,127,137,312,54,309,154
2024-01-21,19:00,일,266,158,159,146,106,247
2024-01-21,20:00,일,214,61,231,144,109,129
2024-01-21,21:00,일,246,95,242,147,77,55
2024-01-21,22:00,일,70,14,70,14,16,47
2024-01-21,23:00,일,40,59,31,37,41,73
2024-01-22,00:00,월,9,44,30,28,27,8
2024-01-22,01:00,월,37,32,22,48,21,7
2024-01-22,02:00,월,61,31,14,6,36,37
2024-01-22,03:00,월,54,5,75,9,44,46
2024-01-22,04:00,월,69,13,65,18,38,49
2024-01-22,05:00,월,14,32,23,20,9,46
2024-01-22,06:00,월,26,27,28,31,125,97
2024-01-22,07:00,월,75,88,139,77,88,131
2024-01-22,08:00,월,135,70,77,106,42,56
2024-01-22,09:00,월,31,75,108,16,91,23
2024-01-22,10:00,월,92,25,123,86,123,59
2024-01-22,11:00,월,122,56,44,11,37,46
2024-01-22,12:00,월,21,115,71,83,130,28
2024-01-22,13:00,월,75,85,20,17,103,23
2024-01-22,14:00,월,110,61,45,47,87,54
2024-01-22,15:00,월,50,76,37,45,51,17
2024-01-22,16:00,월,66,20,34,61,71,61
2024-01-22,17:00,월,41,27,104,47,134,62
2024-01-22,18:00,월,78,88,186,142,104,139
2024-01-22,19:00,월,30,43,91,140,166,31
2024-01-22,20:00,월,134,14,126,61,120,56
2024-01-22,21:00,월,57,62,132,75,85,84
2024-01-22,22:00,월,71,26,30,44,63,42
2024-01-22,23:00,월,47,28,15,24,20,18
2024-01-23,00:00,화,71,28,81,19,67,43
2024-01-23,01:00,화,46,45,58,56,15,50
2024-01-23,02:00,화,67,27,27,37,81,36
2024-01-23,03:00,화,46,20,23,24,26,21
2024-01-23,04:00,화,55,8,14,20,23,50
2024-01-23,05:00,화,10,20,66,32,80,17
2024-01-23,06:00,화,101,45,162,21,84,106
2024-01-23,07:00,화,160,78,97,16,177,45
2024-01-23,08:00,화,122,39,101,46,246,42
2024-01-23,09:00,화,135,29,154,83,111,42
2024-01-23,10:00,화,156,37,90,85,39,68
2024-01-23,11:00,화,167,16,43,107,68,63
2024-01-23,12:00,화,115,142,188,114,161,124
2024-01-23,13:00,화,111,49,194,96,144,111
2024-01-23,14:00,화,48,23,35,43,104,74
2024-01-23,15:00,화,121,94,97,107,141,56
2024-01-23,16:00,화,152,78,156,15,54,29
2024-01-23,17:00,화,119,89,90,75,119,14
2024-01-23,18:00,화,91,37,113,168,127,85
2024-01-23,19:00,화,222,101,96,158,31,24
2024-01-23,20:00,화,157,57,34,97,45,109
2024-01-23,21:00,화,139,55,20,110,70,38
2024-01-23,22:00,화,54,29,10,25,75,37
2024-01-23,23:00,화,52,54,10,50,19,40
2024-01-24,00:00,수,17,39,12,53,65,16
2024-01-24,01:00,수,68,18,27,13,83,21
2024-01-24,02:00,수,24,36,27,54,28,19
2024-01-24,03:00,수,81,22,40,27,8,52
2024-01-24,04:00,수,65,45,39,15,16,26
