날짜,시간,요일,남자 청년,여자 청년,남자 중장년,여자 중장년,남자 청소년 이하,여자 청소년 이하
2024-01-01,7:40,월,83,141,32,12,143,176
2024-01-01,7:50,월,174,17,85,120,20,110
2024-01-01,8:00,월,140,146,142,171,146,179
2024-01-01,8:10,월,180,13,175,88,8,77
2024-01-01,8:20,월,139,27,124,181,102,123
2024-01-01,8:30,월,116,103,32,30,72,168
2024-01-01,8:40,월,146,36,29,119,163,82
2024-01-01,8:50,월,189,196,191,124,118,82
2024-01-01,9:00,월,197,154,27,125,151,166
2024-01-01,9:10,월,72,141,191,168,46,51
2024-01-01,9:20,월,15,119,158,189,33,168
2024-01-01,9:30,월,40,190,41,129,30,112
2024-01-01,9:40,월,119,196,101,47,8,164
2024-01-01,9:50,월,140,40,12,24,102,154
2024-01-01,10:00,월,32,58,5,135,87,90
2024-01-01,10:10,월,52,13,159,33,79,87
2024-01-01,10:20,월,130,144,162,142,79,191
2024-01-01,10:30,월,148,175,133,196,150,128
2024-01-01,10:40,월,69,140,104,29,98,38
2024-01-01,10:50,월,187,198,23,35,66,47
2024-01-01,11:00,월,153,6,56,93,88,198
2024-01-01,11:10,월,121,151,170,2,148,182
2024-01-01,11:20,월,181,63,175,66,132,187
2024-01-01,11:30,월,153,38,135,67,175,173
2024-01-01,11:40,월,118,192,161,16,2,27
2024-01-01,11:50,월,99,88,85,161,111,31
2024-01-01,12:00,월,153,135,147,118,164,175
2024-01-01,12:10,월,15,52,12,93,111,29
2024-01-01,12:20,월,12,131,144,35,112,56
2024-01-01,12:30,월,85,42,187,53,85,37
2024-01-01,12:40,월,126,166,119,177,160,37
2024-01-01,12:50,월,23,194,86,48,108,60
2024-01-01,13:00,월,71,121,156,180,199,130
2024-01-01,13:10,월,24,121,199,135,66,156
2024-01-01,13:20,월,80,92,64,172,79,71
2024-01-01,13:30,월,139,138,160,92,182,121
2024-01-01,13:40,월,131,17,70,195,87,2
2024-01-01,13:50,월,111,173,135,154,31,90
2024-01-01,14:00,월,93,15,178,13,144,64
2024-01-01,14:10,월,92,106,60,105,45,13
2024-01-01,14:20,월,88,154,69,78,156,127
2024-01-01,14:30,월,61,112,61,24,107,111
2024-01-01,14:40,월,151,147,153,200,113,62
2024-01-01,14:50,월,101,12,187,131,24,142
2024-01-01,15:00,월,177,103,61,112,148,96
2024-01-01,15:10,월,131,173,48,8,10,160
2024-01-01,15:20,월,119,103,63,27,34,18
2024-01-01,15:30,월,108,99,86,5,116,147
2024-01-01,15:40,월,47,20,141,28,64,182
2024-01-01,15:50,월,15,18,126,143,190,175
2024-01-01,16:00,월,180,141,25,68,44,38
2024-01-01,16:10,월,158,116,80,73,193,114
2024-01-01,16:20,월,112,100,119,46,117,165
2024-01-01,16:30,월,56,40,7,164,116,82
2024-01-01,16:40,월,148,88,196,145,14,97
2024-01-01,16:50,월,127,180,190,16,117,99
2024-01-01,17:00,월,94,34,46,119,108,129
2024-01-01,17:10,월,2,146,59,142,150,80
2024-01-01,17:20,월,187,105,40,114,88,97
2024-01-01,17:30,월,158,96,134,52,162,39
2024-01-01,17:40,월,103,120,79,138,173,15
2024-01-01,17:50,월,28,68,101,42,58,151
2024-01-01,18:00,월,38,17,51,151,18,28
2024-01-01,18:10,월,181,134,86,167,49,190
2024-01-01,18:20,월,66,40,183,7,104,196
2024-01-01,18:30,월,42,45,104,4,101,112
2024-01-01,18:40,월,191,15,168,148,144,69
2024-01-01,18:50,월,105,106,150,56,11,151
2024-01-01,19:00,월,129,144,145,9,148,66
2024-01-01,19:10,월,128,79,167,171,22,110
2024-01-01,19:20,월,50,183,65,177,126,200
2024-01-01,19:30,월,200,25,154,44,132,47
2024-01-01,19:40,월,182,24,197,197,162,191
2024-01-01,19:50,월,38,130,151,68,176,61
2024-01-01,20:00,월,30,34,158,80,192,74
2024-01-01,20:10,월,137,54,156,48,66,118
2024-01-01,20:20,월,117,168,180,28,8,69
2024-01-01,20:30,월,65,58,113,30,76,97
2024-01-01,20:40,월,87,117,177,104,193,8
2024-01-01,20:50,월,149,185,161,102,119,43
2024-01-01,21:00,월,200,42,56,103,197,6
2024-01-01,21:10,월,91,28,6,200,173,111
2024-01-01,21:20,월,56,134,196,32,72,59
2024-01-01,21:30,월,63,78,103,28,4,86
2024-01-01,21:40,월,197,9,99,95,83,9
2024-01-01,21:50,월,106,102,189,19,49,174
2024-01-01,22:00,월,51,58,156,82,181,54
2024-01-01,22:10,월,49,58,196,172,163,148
2024-01-01,22:20,월,99,116,84,1,152,194
2024-01-01,22:30,월,94,88,75,70,191,181
2024-01-01,22:40,월,39,92,53,125,194,88
2024-01-01,22:50,월,41,153,120,108,65,101
2024-01-01,23:00,월,79,67,53,189,144,18
2024-01-01,23:10,월,143,50,125,25,168,146
2024-01-01,23:20,월,50,158,159,119,45,18
2024-01-01,23:30,월,10,69,67,114,170,198
2024-01-01,23:40,월,161,158,139,127,2,8
2024-01-01,23:50,월,86,72,99,168,98,98
2024-01-02,0:00,화,165,141,180,174,112,77
2024-01-02,0:10,화,47,144,144,1,112,94
2024-01-02,0:20,화,16,179,103,46,13,180
2024-01-02,0:30,화,162,170,184,198,194,91
2024-01-02,0:40,화,2,185,141,31,153,169
2024-01-02,0:50,화,28,160,169,171,189,142
2024-01-02,1:00,화,21,50,15,189,155,171
2024-01-02,1:10,화,193,189,183,123,90,151
2024-01-02,1:20,화,105,156,198,192,64,60
2024-01-02,1:30,화,173,154,141,163,70,36
2024-01-02,1:40,화,76,48,68,66,107,156
2024-01-02,1:50,화,22,185,34,107,109,95
2024-01-02,2:00,화,177,19,78,106,198,109
2024-01-02,2:10,화,72,65,51,153,157,99
2024-01-02,2:20,화,140,88,160,171,66,62
2024-01-02,2:30,화,86,69,8,42,84,93
2024-01-02,2:40,화,39,120,115,130,185,151
2024-01-02,2:50,화,59,178,188,1,150,1
2024-01-02,3:00,화,21,86,105,23,189,77
2024-01-02,3:10,화,12,53,68,127,117,114
2024-01-02,3:20,화,147,125,72,135,178,6
2024-01-02,3:30,화,89,83,92,54,12,195
2024-01-02,3:40,화,102,106,82,198,78,37
2024-01-02,3:50,화,200,184,98,7,141,193
2024-01-02,4:00,화,114,33,24,7,62,34
2024-01-02,4:10,화,156,50,149,183,85,72
2024-01-02,4:20,화,50,16,82,141,113,89
2024-01-02,4:30,화,191,120,96,77,164,120
2024-01-02,4:40,화,48,177,119,13,6,10
2024-01-02,4:50,화,106,99,46,86,85,4
2024-01-02,5:00,화,13,199,184,88,172,122
2024-01-02,5:10,화,149,49,171,128,39,4
2024-01-02,5:20,화,131,112,118,137,48,197
2024-01-02,5:30,화,182,154,28,116,55,73
2024-01-02,5:40,화,119,65,152,21,12,143
2024-01-02,5:50,화,138,36,87,70,6,5
2024-01-02,6:00,화,82,117,127,198,64,78
2024-01-02,6:10,화,35,142,113,160,187,8
2024-01-02,6:20,화,57,149,98,151,195,58
2024-01-02,6:30,화,15,90,60,186,4,81
2024-01-02,6:40,화,61,98,63,108,163,149
2024-01-02,6:50,화,25,179,141,160,149,67
2024-01-02,7:00,화,39,183,62,110,33,157
2024-01-02,7:10,화,10,73,78,102,93,118
2024-01-02,7:20,화,166,5,58,50,1,130
2024-01-02,7:30,화,166,166,113,187,164,86
2024-01-02,7:40,화,1,137,38,64,143,71
2024-01-02,7:50,화,170,51,147,6,35,105
2024-01-02,8:00,화,150,53,170,9,147,49
2024-01-02,8:10,화,108,159,137,108,17,122
2024-01-02,8:20,화,115,176,183,151,13,170
2024-01-02,8:30,화,5,126,64,32,122,193
2024-01-02,8:40,화,30,123,198,78,135,10
2024-01-02,8:50,화,69,34,88,87,141,114
2024-01-02,9:00,화,182,46,142,31,143,73
2024-01-02,9:10,화,146,111,188,128,193,52
2024-01-02,9:20,화,173,36,187,161,36,32
2024-01-02,9:30,화,128,158,180,68,52,65
2024-01-02,9:40,화,184,141,197,60,11,94
2024-01-02,9:50,화,154,68,174,16,197,141
2024-01-02,10:00,화,24,170,103,199,43,186
2024-01-02,10:10,화,182,72,60,20,193,145
2024-01-02,10:20,화,182,200,30,119,41,19
2024-01-02,10:30,화,15,121,104,178,117,79
2024-01-02,10:40,화,102,21,64,111,155,38
2024-01-02,10:50,화,183,59,71,43,87,66
2024-01-02,11:00,화,49,121,124,83,192,1
2024-01-02,11:10,화,185,147,111,83,200,98
2024-01-02,11:20,화,129,116,128,96,16,47
2024-01-02,11:30,화,163,68,122,92,195,178
2024-01-02,11:40,화,186,90,46,199,33,82
2024-01-02,11:50,화,127,169,140,31,143,134
2024-01-02,12:00,화,73,9,126,87,126,81
2024-01-02,12:10,화,173,106,200,178,145,181
2024-01-02,12:20,화,123,193,118,177,8,186
2024-01-02,12:30,화,197,49,172,60,191,124
2024-01-02,12:40,화,71,32,22,24,20,35
2024-01-02,12:50,화,37,127,146,76,90,199
2024-01-02,13:00,화,128,194,63,193,108,156
2024-01-02,13:10,화,165,120,7,117,34,66
2024-01-02,13:20,화,6,33,12,31,102,162
2024-01-02,13:30,화,164,42,90,141,3,40
2024-01-02,13:40,화,155,79,171,9,77,98
2024-01-02,13:50,화,138,194,38,122,75,127
2024-01-02,14:00,화,153,11,125,125,16,124
2024-01-02,14:10,화,29,11,166,106,23,169
2024-01-02,14:20,화,184,35,149,41,152,179
2024-01-02,14:30,화,7,76,182,200,76,33
2024-01-02,14:40,화,41,177,163,14,34,165
2024-01-02,14:50,화,47,12,18,194,88,146
2024-01-02,15:00,화,162,197,22,176,137,89
2024-01-02,15:10,화,142,117,186,144,150,123
2024-01-02,15:20,화,22,18,106,194,161,181
2024-01-02,15:30,화,181,49,189,14,31,118
2024-01-02,15:40,화,162,172,119,71,57,69
2024-01-02,15:50,화,47,5,21,130,76,124
2024-01-02,16:00,화,32,10,124,104,169,182
2024-01-02,16:10,화,138,166,124,194,179,24
2024-01-02,16:20,화,109,130,196,104,34,31
2024-01-02,16:30,화,66,82,82,98,157,4
2024-01-02,16:40,화,83,190,35,153,194,117
2024-01-02,16:50,화,139,21,75,111,57,167
2024-01-02,17:00,화,190,46,134,98,161,114
2024-01-02,17:10,화,181,76,122,45,146,13
2024-01-02,17:20,화,101,62,158,25,146,178
2024-01-02,17:30,화,176,103,179,149,14,170
2024-01-02,17:40,화,15,85,144,136,190,152
2024-01-02,17:50,화,157,63,145,86,83,162
2024-01-02,18:00,화,69,169,165,63,143,61
2024-01-02,18:10,화,115,136,178,177,93,32
2024-01-02,18:20,화,72,14,67,176,175,110
2024-01-02,18:30,화,139,104,95,15,117,20
2024-01-02,18:40,화,58,32,184,154,150,117
2024-01-02,18:50,화,195,159,96,129,99,19
2024-01-02,19:00,화,73,98,98,34,41,154
2024-01-02,19:10,화,82,142,156,16,194,59
2024-01-02,19:20,화,142,44,53,134,9,177
2024-01-02,19:30,화,11,97,121,176,119,70
2024-01-02,19:40,화,141,140,159,48,34,132
2024-01-02,19:50,화,5,36,40,128,136,22
2024-01-02,20:00,화,16,106,133,5,163,121
2024-01-02,20:10,화,158,94,14,51,93,187
2024-01-02,20:20,화,196,113,177,110,152,120
2024-01-02,20:30,화,15,29,128,78,187,38
2024-01-02,20:40,화,149,25,34,136,30,200
2024-01-02,20:50,화,28,122,70,88,46,141
2024-01-02,21:00,화,131,129,40,103,144,146
2024-01-02,21:10,화,104,196,151,114,65,148
2024-01-02,21:20,화,49,74,87,104,190,117
2024-01-02,21:30,화,20,72,88,114,155,41
2024-01-02,21:40,화,104,177,131,103,92,125
2024-01-02,21:50,화,94,86,33,171,193,124
2024-01-02,22:00,화,186,107,163,158,51,137
2024-01-02,22:10,화,185,91,90,196,189,62
2024-01-02,22:20,화,26,22,73,82,90,142
2024-01-02,22:30,화,106,101,19,166,189,182
2024-01-02,22:40,화,167,186,98,26,79,160
2024-01-02,22:50,화,6,49,68,145,7,172
2024-01-02,23:00,화,74,159,149,99,119,37
2024-01-02,23:10,화,148,57,187,186,74,54
2024-01-02,23:20,화,113,22,6,101,44,194
2024-01-02,23:30,화,192,132,196,16,142,157
2024-01-02,23:40,화,181,57,114,87,34,174
2024-01-02,23:50,화,114,174,133,12,141,94
2024-01-03,0:00,수,134,64,162,46,29,143
2024-01-03,0:10,수,97,130,140,23,171,72
2024-01-03,0:20,수,92,70,123,64,98,166
2024-01-03,0:30,수,41,130,133,96,88,96
2024-01-03,0:40,수,176,121,199,30,110,53
2024-01-03,0:50,수,152,105,167,84,45,23
2024-01-03,1:00,수,33,88,96,34,153,64
2024-01-03,1:10,수,101,123,30,72,133,11
2024-01-03,1:20,수,71,10,139,186,195,32
2024-01-03,1:30,수,181,200,61,132,29,122
2024-01-03,1:40,수,184,10,143,11,52,38
2024-01-03,1:50,수,143,64,2,67,111,178
2024-01-03,2:00,수,169,20,71,112,66,95
2024-01-03,2:10,수,66,34,176,72,1,173
2024-01-03,2:20,수,121,102,25,24,130,91
2024-01-03,2:30,수,34,167,123,53,160,159
2024-01-03,2:40,수,194,6,56,78,102,183
2024-01-03,2:50,수,122,168,103,5,120,101
2024-01-03,3:00,수,38,88,41,89,82,67
2024-01-03,3:10,수,106,190,113,2,62,114
2024-01-03,3:20,수,72,105,87,193,39,182
2024-01-03,3:30,수,82,13,146,153,32,99
2024-01-03,3:40,수,130,189,63,6,23,61
2024-01-03,3:50,수,51,99,96,113,168,152
2024-01-03,4:00,수,111,95,186,191,2,81
2024-01-03,4:10,수,185,185,106,64,156,99
2024-01-03,4:20,수,136,39,43,75,77,150
2024-01-03,4:30,수,174,140,72,173,169,131
2024-01-03,4:40,수,65,106,107,87,56,26
2024-01-03,4:50,수,113,166,185,85,33,131
2024-01-03,5:00,수,88,56,121,70,17,44
2024-01-03,5:10,수,23,185,128,109,143,82
2024-01-03,5:20,수,47,168,81,169,39,139
2024-01-03,5:30,수,99,151,12,151,56,106
2024-01-03,5:40,수,4,65,198,92,170,127
2024-01-03,5:50,수,198,6,145,11,186,150
2024-01-03,6:00,수,200,11,64,131,61,11
2024-01-03,6:10,수,138,89,108,88,172,164
2024-01-03,6:20,수,35,157,151,153,35,33
2024-01-03,6:30,수,141,41,22,176,90,66
2024-01-03,6:40,수,177,22,138,81,62,152
2024-01-03,6:50,수,18,59,128,136,95,54
2024-01-03,7:00,수,191,115,33,124,59,190
2024-01-03,7:10,수,20,140,143,52,101,161
2024-01-03,7:20,수,29,33,186,105,53,50
2024-01-03,7:30,수,145,197,171,61,128,148
2024-01-03,7:40,수,186,50,157,190,166,44
2024-01-03,7:50,수,65,166,171,139,65,128
2024-01-03,8:00,수,31,162,141,179,161,20
2024-01-03,8:10,수,25,88,28,41,76,187
2024-01-03,8:20,수,155,75,125,145,75,124
2024-01-03,8:30,수,4,144,141,135,169,99
2024-01-03,8:40,수,98,191,31,110,117,83
2024-01-03,8:50,수,57,91,128,17,182,164
2024-01-03,9:00,수,171,93,20,112,69,199
2024-01-03,9:10,수,16,89,13,184,176,178
2024-01-03,9:20,수,114,45,79,128,103,92
2024-01-03,9:30,수,43,189,104,18,98,141
2024-01-03,9:40,수,22,90,124,199,118,116
2024-01-03,9:50,수,187,189,60,125,5,52
2024-01-03,10:00,수,88,24,32,1,116,148
2024-01-03,10:10,수,7,40,86,132,108,13
2024-01-03,10:20,수,7,188,167,17,68,89
2024-01-03,10:30,수,23,149,43,16,156,188
2024-01-03,10:40,수,159,174,19,97,92,123
2024-01-03,10:50,수,195,130,192,84,191,169
2024-01-03,11:00,수,61,22,172,152,144,124
2024-01-03,11:10,수,106,122,81,24,49,138
2024-01-03,11:20,수,58,55,24,74,49,18
2024-01-03,11:30,수,195,199,77,128,89,90
2024-01-03,11:40,수,173,134,2,41,148,106
2024-01-03,11:50,수,4,175,103,9,116,38
2024-01-03,12:00,수,8,169,199,136,198,191
2024-01-03,12:10,수,191,60,25,106,106,39
2024-01-03,12:20,수,112,153,192,73,27,114
2024-01-03,12:30,수,102,133,166,20,54,95
2024-01-03,12:40,수,89,21,97,196,24,155
2024-01-03,12:50,수,163,177,179,127,121,181
2024-01-03,13:00,수,30,56,31,147,166,197
2024-01-03,13:10,수,152,139,109,6,143,153
2024-01-03,13:20,수,154,145,10,127,17,182
2024-01-03,13:30,수,128,184,84,101,85,155
2024-01-03,13:40,수,3,103,3,56,97,170
2024-01-03,13:50,수,100,167,123,151,163,137
2024-01-03,14:00,수,165,104,56,30,9,4
2024-01-03,14:10,수,81,126,118,197,27,59
2024-01-03,14:20,수,114,68,193,144,107,68
2024-01-03,14:30,수,101,28,176,76,66,91
2024-01-03,14:40,수,45,28,117,169,188,65
2024-01-03,14:50,수,174,25,100,145,133,149
2024-01-03,15:00,수,122,125,172,64,164,185
2024-01-03,15:10,수,47,168,199,191,196,161
2024-01-03,15:20,수,133,18,188,119,20,117
2024-01-03,15:30,수,143,115,67,86,112,47
2024-01-03,15:40,수,85,42,33,135,52,103
2024-01-03,15:50,수,158,101,142,54,89,16
2024-01-03,16:00,수,143,75,46,16,65,92
2024-01-03,16:10,수,169,168,157,131,105,45
2024-01-03,16:20,수,138,110,45,188,54,78
2024-01-03,16:30,수,176,23,26,32,120,2
2024-01-03,16:40,수,57,50,55,178,183,20
2024-01-03,16:50,수,110,103,31,67,153,32
2024-01-03,17:00,수,130,124,121,31,161,106
2024-01-03,17:10,수,49,8,181,10,182,163
2024-01-03,17:20,수,136,129,71,59,107,33
2024-01-03,17:30,수,63,146,1,190,152,67
2024-01-03,17:40,수,61,71,141,7,183,172
2024-01-03,17:50,수,135,124,24,85,130,168
2024-01-03,18:00,수,181,3,60,161,129,27
2024-01-03,18:10,수,73,21,9,36,143,147
2024-01-03,18:20,수,60,192,170,190,87,83
2024-01-03,18:30,수,25,81,127,132,71,97
2024-01-03,18:40,수,31,145,87,56,110,39
2024-01-03,18:50,수,181,186,73,63,190,46
2024-01-03,19:00,수,6,126,79,166,161,42
2024-01-03,19:10,수,174,195,16,133,192,176
2024-01-03,19:20,수,141,59,85,13,100,131
2024-01-03,19:30,수,178,135,12,197,184,116
2024-01-03,19:40,수,137,130,92,69,40,158
2024-01-03,19:50,수,105,58,51,157,144,165
2024-01-03,20:00,수,188,194,99,127,178,2
2024-01-03,20:10,수,34,93,77,164,104,194
2024-01-03,20:20,수,45,82,40,7,44,106
2024-01-03,20:30,수,38,88,52,87,66,64
2024-01-03,20:40,수,68,34,98,189,131,41
2024-01-03,20:50,수,155,31,59,53,157,21
2024-01-03,21:00,수,108,102,67,151,53,125
2024-01-03,21:10,수,95,20,35,103,78,136
2024-01-03,21:20,수,68,123,199,150,38,159
2024-01-03,21:30,수,65,143,158,45,120,95
2024-01-03,21:40,수,87,41,14,44,183,81
2024-01-03,21:50,수,138,146,39,35,134,15
2024-01-03,22:00,수,70,16,153,51,68,19
2024-01-03,22:10,수,181,198,88,196,120,63
2024-01-03,22:20,수,161,186,178,65,189,9
2024-01-03,22:30,수,159,62,108,171,149,7
2024-01-03,22:40,수,11,161,19,138,60,139
2024-01-03,22:50,수,193,139,134,112,8,120
2024-01-03,23:00,수,43,128,66,31,60,158
2024-01-03,23:10,수,43,197,156,188,122,169
2024-01-03,23:20,수,112,90,24,122,191,100
2024-01-03,23:30,수,103,136,33,71,87,63
2024-01-03,23:40,수,18,169,25,149,197,144
2024-01-03,23:50,수,82,158,54,193,170,187
2024-01-04,0:00,목,89,87,126,145,176,21
2024-01-04,0:10,목,171,57,10,103,120,73
2024-01-04,0:20,목,139,22,80,137,125,164
2024-01-04,0:30,목,132,196,34,75,144,45
2024-01-04,0:40,목,110,191,62,11,168,51
2024-01-04,0:50,목,21,39,35,34,86,147
2024-01-04,1:00,목,104,132,168,159,81,81
2024-01-04,1:10,목,195,154,109,166,95,150
2024-01-04,1:20,목,160,63,194,37,77,127
2024-01-04,1:30,목,44,72,85,53,67,16
2024-01-04,1:40,목,121,160,67,5,4,103
2024-01-04,1:50,목,99,99,46,124,140,138
2024-01-04,2:00,목,101,150,172,42,22,175
2024-01-04,2:10,목,60,120,128,125,44,56
2024-01-04,2:20,목,14,119,177,158,40,1
2024-01-04,2:30,목,142,45,102,176,29,78
2024-01-04,2:40,목,44,114,25,161,127,7
2024-01-04,2:50,목,87,123,28,65,126,125
2024-01-04,3:00,목,31,166,165,2,81,5
2024-01-04,3:10,목,153,140,123,53,158,115
2024-01-04,3:20,목,89,174,136,154,134,91
2024-01-04,3:30,목,174,154,97,122,49,22
2024-01-04,3:40,목,147,161,200,127,99,172
2024-01-04,3:50,목,175,157,186,80,114,47
2024-01-04,4:00,목,104,162,73,146,95,35
2024-01-04,4:10,목,135,115,22,179,1,143
2024-01-04,4:20,목,84,140,38,67,109,11
2024-01-04,4:30,목,18,66,30,43,126,60
2024-01-04,4:40,목,71,121,46,123,78,96
2024-01-04,4:50,목,19,27,164,22,53,79
2024-01-04,5:00,목,78,183,102,65,34,66
2024-01-04,5:10,목,63,157,60,33,88,82
2024-01-04,5:20,목,63,149,29,101,143,156
2024-01-04,5:30,목,104,124,156,197,109,170
2024-01-04,5:40,목,8,33,35,185,68,50
2024-01-04,5:50,목,3,188,102,16,167,104
2024-01-04,6:00,목,179,27,87,12,114,55
2024-01-04,6:10,목,146,105,70,32,112,10
2024-01-04,6:20,목,94,121,133,46,148,18
2024-01-04,6:30,목,180,65,192,118,1,108
2024-01-04,6:40,목,31,75,181,138,127,90
2024-01-04,6:50,목,147,109,148,107,116,130
2024-01-04,7:00,목,94,59,107,139,147,34
2024-01-04,7:10,목,2,147,199,21,178,54
2024-01-04,7:20,목,41,69,139,40,133,31
2024-01-04,7:30,목,64,119,103,14,64,115
2024-01-04,7:40,목,75,111,75,56,100,147
2024-01-04,7:50,목,36,128,182,101,110,171
2024-01-04,8:00,목,81,100,200,121,71,189
2024-01-04,8:10,목,69,29,161,199,98,102
2024-01-04,8:20,목,121,91,101,165,59,174
2024-01-04,8:30,목,79,192,162,145,147,183
2024-01-04,8:40,목,168,71,141,108,1,147
2024-01-04,8:50,목,106,15,82,38,78,105
2024-01-04,9:00,목,143,64,18,23,9,190
2024-01-04,9:10,목,27,52,193,107,19,8
2024-01-04,9:20,목,55,134,83,3,115,130
2024-01-04,9:30,목,7,82,103,187,138,104
2024-01-04,9:40,목,142,95,66,143,46,120
2024-01-04,9:50,목,116,2,167,132,194,107
2024-01-04,10:00,목,43,12,111,15,17,109
2024-01-04,10:10,목,89,52,163,18,47,198
2024-01-04,10:20,목,100,62,196,125,162,192
2024-01-04,10:30,목,88,147,51,65,96,44
2024-01-04,10:40,목,195,75,14,130,74,124
2024-01-04,10:50,목,154,4,58,102,43,177
2024-01-04,11:00,목,61,136,158,99,86,101
2024-01-04,11:10,목,109,46,133,193,200,138
2024-01-04,11:20,목,102,28,60,154,141,12
2024-01-04,11:30,목,147,44,18,196,91,72
2024-01-04,11:40,목,66,180,2,77,6,4
2024-01-04,11:50,목,139,178,183,117,32,185
2024-01-04,12:00,목,164,138,69,119,149,138
2024-01-04,12:10,목,5,98,89,3,90,161
2024-01-04,12:20,목,128,38,98,171,178,147
2024-01-04,12:30,목,13,1,39,16,14,63
2024-01-04,12:40,목,69,195,183,164,164,121
2024-01-04,12:50,목,11,112,7,143,112,197
2024-01-04,13:00,목,90,14,199,27,101,44
2024-01-04,13:10,목,56,75,23,149,106,8
2024-01-04,13:20,목,46,23,4,60,196,138
2024-01-04,13:30,목,88,25,124,13,153,117
2024-01-04,13:40,목,18,167,72,184,62,195
2024-01-04,13:50,목,73,151,180,108,20,172
2024-01-04,14:00,목,36,84,173,91,20,141
2024-01-04,14:10,목,69,188,12,21,51,36
2024-01-04,14:20,목,132,54,17,31,38,127
2024-01-04,14:30,목,74,140,163,190,155,43
2024-01-04,14:40,목,46,153,116,39,195,106
2024-01-04,14:50,목,156,8,112,86,191,185
2024-01-04,15:00,목,184,50,68,121,178,96
2024-01-04,15:10,목,189,162,184,139,103,57
2024-01-04,15:20,목,61,43,61,19,4,167
2024-01-04,15:30,목,158,57,74,169,137,131
2024-01-04,15:40,목,10,120,152,139,136,121
2024-01-04,15:50,목,61,105,72,163,43,76
2024-01-04,16:00,목,180,133,181,15,100,102
2024-01-04,16:10,목,3,19,40,200,56,94
2024-01-04,16:20,목,88,17,12,182,18,34
2024-01-04,16:30,목,157,86,191,45,31,120
2024-01-04,16:40,목,190,39,151,49,192,130
2024-01-04,16:50,목,108,200,46,153,132,143
2024-01-04,17:00,목,124,83,112,159,148,85
2024-01-04,17:10,목,60,94,165,50,104,162
2024-01-04,17:20,목,12,67,155,154,165,189
2024-01-04,17:30,목,161,174,21,79,64,42
2024-01-04,17:40,목,81,155,40,183,164,178
2024-01-04,17:50,목,112,4,108,190,122,190
2024-01-04,18:00,목,35,152,21,99,7,186
2024-01-04,18:10,목,169,66,34,113,111,184
2024-01-04,18:20,목,138,82,85,3,168,110
2024-01-04,18:30,목,115,176,31,138,110,92
2024-01-04,18:40,목,148,16,88,137,117,56
2024-01-04,18:50,목,199,129,67,143,154,54
2024-01-04,19:00,목,118,42,111,104,57,180
2024-01-04,19:10,목,184,8,170,182,2,138
2024-01-04,19:20,목,161,2,92,2,106,58
2024-01-04,19:30,목,154,87,42,65,120,68
2024-01-04,19:40,목,187,132,117,160,140,200
2024-01-04,19:50,목,52,154,9,100,179,151
2024-01-04,20:00,목,191,146,112,89,190,124
2024-01-04,20:10,목,117,113,38,17,143,118
2024-01-04,20:20,목,177,147,57,148,34,151
