날짜,시간,요일,남자 청년,여자 청년,남자 중장년,여자 중장년,남자 청소년 이하,여자 청소년 이하
2024-01-02,11:00,화,57,273,148,219,88,15
2024-01-02,11:10,화,118,27,52,6,26,237
2024-01-02,11:20,화,171,558,126,51,1,69
2024-01-02,11:30,화,199,270,145,111,28,354
2024-01-02,11:40,화,151,120,61,255,171,234
2024-01-02,11:50,화,16,102,62,99,74,234
2024-01-02,12:00,화,198,294,125,339,37,501
2024-01-02,12:10,화,148,42,67,393,155,93
2024-01-02,12:20,화,17,48,132,351,38,237
2024-01-02,12:30,화,92,384,116,171,78,228
2024-01-02,12:40,화,79,3,29,234,20,294
2024-01-02,12:50,화,143,75,157,546,18,21
2024-01-02,13:00,화,58,111,85,582,101,90
2024-01-02,13:10,화,115,75,195,246,74,525
2024-01-02,13:20,화,197,339,97,12,121,117
2024-01-02,13:30,화,16,318,42,228,186,33
2024-01-02,13:40,화,15,192,174,426,24,57
2024-01-02,13:50,화,145,561,170,72,153,183
2024-01-02,14:00,화,34,201,144,393,177,81
2024-01-02,14:10,화,156,393,194,297,191,216
2024-01-02,14:20,화,138,549,54,69,5,168
2024-01-02,14:30,화,197,153,177,108,53,393
2024-01-02,14:40,화,160,96,145,45,88,573
2024-01-02,14:50,화,76,570,11,300,32,537
2024-01-02,15:00,화,81,126,99,585,173,561
2024-01-02,15:10,화,174,537,96,330,113,300
2024-01-02,15:20,화,50,564,58,225,147,174
2024-01-02,15:30,화,9,165,65,519,147,261
2024-01-02,15:40,화,60,252,119,285,112,300
2024-01-02,15:50,화,78,30,96,399,12,96
2024-01-02,16:00,화,9,243,73,12,131,390
2024-01-02,16:10,화,57,348,66,132,144,447
2024-01-02,16:20,화,164,477,86,225,155,348
2024-01-02,16:30,화,124,342,151,132,143,357
2024-01-02,16:40,화,180,372,102,276,152,399
2024-01-02,16:50,화,149,174,51,264,148,207
2024-01-02,17:00,화,77,162,9,555,129,285
2024-01-02,17:10,화,104,306,149,507,182,159
2024-01-02,17:20,화,163,588,64,525,107,33
2024-01-02,17:30,화,15,258,101,42,111,12
2024-01-02,17:40,화,66,522,51,168,58,204
2024-01-02,17:50,화,29,435,142,510,197,534
2024-01-02,18:00,화,189,303,61,18,171,438
2024-01-02,18:10,화,171,384,110,393,106,528
2024-01-02,18:20,화,115,363,57,594,93,339
2024-01-02,18:30,화,39,183,108,525,65,594
2024-01-02,18:40,화,106,369,118,315,152,516
2024-01-02,18:50,화,131,240,173,51,99,315
2024-01-02,19:00,화,57,99,42,360,127,342
2024-01-02,19:10,화,135,405,88,597,84,498
2024-01-02,19:20,화,195,351,152,576,165,177
2024-01-02,19:30,화,112,573,197,483,41,465
2024-01-02,19:40,화,144,465,42,393,102,225
2024-01-02,19:50,화,147,444,4,210,10,435
2024-01-02,20:00,화,141,90,36,378,22,498
2024-01-02,20:10,화,114,522,147,24,154,447
2024-01-02,20:20,화,179,87,178,285,186,588
2024-01-02,20:30,화,183,96,139,213,183,195
2024-01-02,20:40,화,26,162,151,12,173,552
2024-01-02,20:50,화,44,261,13,585,161,75
2024-01-02,21:00,화,73,177,135,531,148,9
2024-01-02,21:10,화,24,150,38,483,6,147
2024-01-02,21:20,화,20,468,34,27,110,474
2024-01-02,21:30,화,13,150,144,504,192,393
2024-01-02,21:40,화,175,411,100,432,64,165
2024-01-02,21:50,화,7,243,182,282,111,165
2024-01-02,22:00,화,26,543,79,120,13,213
2024-01-02,22:10,화,21,168,118,432,96,462
2024-01-02,22:20,화,14,87,195,459,174,243
2024-01-02,22:30,화,18,228,169,366,2,342
2024-01-02,22:40,화,184,501,35,81,14,351
2024-01-02,22:50,화,89,171,193,45,145,177
2024-01-02,23:00,화,130,72,200,138,134,444
2024-01-02,23:10,화,114,261,82,291,183,399
2024-01-02,23:20,화,131,513,195,591,107,597
2024-01-02,23:30,화,128,165,156,489,77,561
2024-01-02,23:40,화,103,33,179,537,30,531
2024-01-02,23:50,화,125,27,138,447,87,42
2024-01-03,00:00,수,5,276,9,483,91,270
2024-01-03,00:10,수,1,510,136,333,70,351
2024-01-03,00:20,수,50,183,112,267,167,396
2024-01-03,00:30,수,151,231,92,309,58,225
2024-01-03,00:40,수,174,66,144,510,11,273
2024-01-03,00:50,수,57,129,129,423,40,294
2024-01-03,01:00,수,125,234,81,513,108,303
2024-01-03,01:10,수,7,48,90,171,22,246
2024-01-03,01:20,수,145,33,64,54,123,357
2024-01-03,01:30,수,97,309,194,495,100,156
2024-01-03,01:40,수,154,45,135,93,58,501
2024-01-03,01:50,수,199,336,144,570,131,438
2024-01-03,02:00,수,115,390,198,210,60,321
2024-01-03,02:10,수,126,249,76,315,84,237
2024-01-03,02:20,수,90,54,168,546,73,243
2024-01-03,02:30,수,21,81,85,399,143,339
2024-01-03,02:40,수,151,99,65,333,13,363
2024-01-03,02:50,수,173,357,194,120,150,48
2024-01-03,03:00,수,149,45,128,483,22,270
2024-01-03,03:10,수,159,453,72,555,14,471
2024-01-03,03:20,수,101,69,116,582,110,219
2024-01-03,03:30,수,164,159,32,153,95,543
2024-01-03,03:40,수,23,225,87,144,180,378
2024-01-03,03:50,수,38,138,51,492,91,219
2024-01-03,04:00,수,50,150,124,246,12,183
2024-01-03,04:10,수,92,459,29,117,106,276
2024-01-03,04:20,수,9,579,190,249,171,546
2024-01-03,04:30,수,63,483,196,246,155,399
2024-01-03,04:40,수,10,159,45,579,112,552
2024-01-03,04:50,수,35,141,79,330,97,573
2024-01-03,05:00,수,120,69,177,339,181,306
2024-01-03,05:10,수,7,168,22,429,181,363
2024-01-03,05:20,수,118,60,48,261,157,90
2024-01-03,05:30,수,123,294,175,156,64,567
2024-01-03,05:40,수,55,243,181,363,179,231
2024-01-03,05:50,수,125,165,69,501,3,216
2024-01-03,06:00,수,60,162,155,282,193,399
2024-01-03,06:10,수,47,423,187,273,108,342
2024-01-03,06:20,수,63,573,162,579,88,594
2024-01-03,06:30,수,157,444,7,459,35,87
2024-01-03,06:40,수,175,303,10,96,167,153
2024-01-03,06:50,수,4,147,51,411,36,240
2024-01-03,07:00,수,28,441,77,75,56,456
2024-01-03,07:10,수,170,249,158,180,145,363
2024-01-03,07:20,수,41,114,101,558,60,477
2024-01-03,07:30,수,59,297,58,468,193,564
2024-01-03,07:40,수,81,144,47,39,192,78
2024-01-03,07:50,수,98,363,181,159,48,453
2024-01-03,08:00,수,187,276,112,549,161,507
2024-01-03,08:10,수,131,501,109,126,147,432
2024-01-03,08:20,수,130,474,116,93,155,291
2024-01-03,08:30,수,4,111,32,306,183,129
2024-01-03,08:40,수,78,576,32,510,73,219
2024-01-03,08:50,수,61,378,32,99,170,318
2024-01-03,09:00,수,192,516,17,591,97,120
2024-01-03,09:10,수,135,258,107,228,23,459
2024-01-03,09:20,수,62,384,161,303,127,555
2024-01-03,09:30,수,132,3,116,579,62,321
2024-01-03,09:40,수,34,141,41,198,81,303
2024-01-03,09:50,수,138,111,13,126,56,219
2024-01-03,10:00,수,55,84,10,87,19,63
2024-01-03,10:10,수,93,18,102,492,35,525
2024-01-03,10:20,수,76,543,15,264,197,414
2024-01-03,10:30,수,54,369,51,378,72,222
2024-01-03,10:40,수,92,429,3,168,82,42
2024-01-03,10:50,수,33,141,100,99,125,414
2024-01-03,11:00,수,94,120,5,336,62,342
2024-01-03,11:10,수,200,93,57,276,10,567
2024-01-03,11:20,수,88,132,106,195,150,441
2024-01-03,11:30,수,154,375,93,186,46,429
2024-01-03,11:40,수,196,333,95,159,94,285
2024-01-03,11:50,수,182,189,128,135,47,195
2024-01-03,12:00,수,58,120,180,87,35,132
2024-01-03,12:10,수,121,6,121,294,126,9
2024-01-03,12:20,수,142,135,142,216,97,504
2024-01-03,12:30,수,133,255,171,402,129,387
2024-01-03,12:40,수,93,285,185,570,197,96
2024-01-03,12:50,수,177,465,70,162,152,543
2024-01-03,13:00,수,186,528,91,180,139,399
2024-01-03,13:10,수,151,411,154,90,42,456
2024-01-03,13:20,수,25,516,141,351,8,12
2024-01-03,13:30,수,121,489,158,477,61,30
2024-01-03,13:40,수,45,159,164,237,20,165
2024-01-03,13:50,수,130,3,72,201,44,240
2024-01-03,14:00,수,131,441,61,528,48,78
2024-01-03,14:10,수,18,429,42,177,73,522
2024-01-03,14:20,수,40,57,151,213,55,180
2024-01-03,14:30,수,7,396,157,111,118,243
2024-01-03,14:40,수,151,291,82,99,91,30
2024-01-03,14:50,수,49,297,140,48,141,126
2024-01-03,15:00,수,13,516,174,111,127,219
2024-01-03,15:10,수,181,36,49,396,153,282
2024-01-03,15:20,수,149,300,26,87,157,33
2024-01-03,15:30,수,135,546,57,351,127,405
2024-01-03,15:40,수,102,138,11,366,30,465
2024-01-03,15:50,수,152,456,127,438,100,159
2024-01-03,16:00,수,136,303,29,228,180,525
2024-01-03,16:10,수,155,336,194,3,138,426
2024-01-03,16:20,수,118,570,113,423,188,168
2024-01-03,16:30,수,115,396,169,477,99,66
2024-01-03,16:40,수,70,411,175,177,151,282
2024-01-03,16:50,수,87,129,89,372,158,360
2024-01-03,17:00,수,2,102,133,384,156,183
2024-01-03,17:10,수,160,450,8,87,80,597
2024-01-03,17:20,수,6,390,131,531,52,339
2024-01-03,17:30,수,10,501,175,537,115,384
2024-01-03,17:40,수,81,240,127,438,177,366
2024-01-03,17:50,수,120,222,26,87,117,588
2024-01-03,18:00,수,23,183,9,198,156,486
2024-01-03,18:10,수,56,555,164,519,180,153
2024-01-03,18:20,수,177,120,176,288,48,81
2024-01-03,18:30,수,31,486,62,555,126,297
2024-01-03,18:40,수,42,234,160,21,185,276
2024-01-03,18:50,수,111,51,136,75,65,405
2024-01-03,19:00,수,72,345,115,291,182,75
2024-01-03,19:10,수,124,345,62,36,199,120
2024-01-03,19:20,수,37,420,111,240,37,285
2024-01-03,19:30,수,61,381,101,12,20,405
2024-01-03,19:40,수,31,522,85,123,60,552
2024-01-03,19:50,수,176,546,34,63,62,399
2024-01-03,20:00,수,91,312,63,342,100,69
2024-01-03,20:10,수,170,342,15,570,89,225
2024-01-03,20:20,수,186,114,122,99,102,288
2024-01-03,20:30,수,132,72,143,528,98,117
2024-01-03,20:40,수,55,489,139,534,15,120
2024-01-03,20:50,수,106,99,86,345,191,258
2024-01-03,21:00,수,85,264,193,435,130,309
2024-01-03,21:10,수,141,384,122,378,131,402
2024-01-03,21:20,수,97,594,30,330,142,51
2024-01-03,21:30,수,181,510,40,210,62,306
2024-01-03,21:40,수,7,204,10,72,174,6
2024-01-03,21:50,수,1,327,179,435,121,396
2024-01-03,22:00,수,59,303,88,348,88,588
2024-01-03,22:10,수,127,234,86,312,129,150
2024-01-03,22:20,수,26,600,26,399,160,87
2024-01-03,22:30,수,65,66,43,255,91,54
2024-01-03,22:40,수,177,225,189,486,117,309
2024-01-03,22:50,수,180,291,19,459,121,201
2024-01-03,23:00,수,13,408,49,288,87,282
2024-01-03,23:10,수,64,570,36,69,26,447
2024-01-03,23:20,수,169,510,126,408,176,114
2024-01-03,23:30,수,20,174,157,471,18,510
2024-01-03,23:40,수,13,516,35,504,167,237
2024-01-03,23:50,수,106,57,181,18,156,333
2024-01-04,00:00,목,168,171,102,495,79,114
2024-01-04,00:10,목,189,294,74,102,193,114
2024-01-04,00:20,목,173,537,76,498,76,432
2024-01-04,00:30,목,188,237,138,189,190,432
2024-01-04,00:40,목,37,387,136,198,89,189
2024-01-04,00:50,목,153,366,80,63,189,216
2024-01-04,01:00,목,30,69,76,72,45,336
2024-01-04,01:10,목,76,399,100,108,151,486
2024-01-04,01:20,목,64,84,85,57,166,324
2024-01-04,01:30,목,190,450,44,600,85,399
2024-01-04,01:40,목,131,207,62,57,131,117
2024-01-04,01:50,목,123,519,90,27,164,561
2024-01-04,02:00,목,60,273,76,138,5,153
2024-01-04,02:10,목,29,345,110,351,110,390
2024-01-04,02:20,목,184,111,147,147,75,387
2024-01-04,02:30,목,88,375,122,33,126,102
2024-01-04,02:40,목,185,261,95,378,6,573
2024-01-04,02:50,목,69,375,19,465,176,549
2024-01-04,03:00,목,7,564,179,123,98,465
2024-01-04,03:10,목,114,276,157,381,109,24
2024-01-04,03:20,목,151,117,66,273,96,366
2024-01-04,03:30,목,60,204,119,198,96,483
2024-01-04,03:40,목,165,150,74,588,39,15
2024-01-04,03:50,목,121,312,112,321,177,534
2024-01-04,04:00,목,140,156,45,576,130,246
2024-01-04,04:10,목,80,387,112,465,175,168
2024-01-04,04:20,목,64,189,89,585,128,462
2024-01-04,04:30,목,85,138,143,159,18,582
2024-01-04,04:40,목,149,246,190,540,130,297
2024-01-04,04:50,목,132,129,7,384,88,156
2024-01-04,05:00,목,51,264,179,57,128,351
2024-01-04,05:10,목,169,351,46,543,61,441
2024-01-04,05:20,목,148,270,168,51,34,42
2024-01-04,05:30,목,168,309,10,438,113,363
2024-01-04,05:40,목,123,486,199,564,56,432
2024-01-04,05:50,목,66,165,152,90,9,423
2024-01-04,06:00,목,45,558,68,498,120,354
2024-01-04,06:10,목,160,297,73,531,197,486
2024-01-04,06:20,목,63,405,33,447,121,162
2024-01-04,06:30,목,83,240,154,138,105,468
2024-01-04,06:40,목,56,495,123,6,166,573
2024-01-04,06:50,목,59,201,119,144,22,198
2024-01-04,07:00,목,195,267,93,213,193,117
2024-01-04,07:10,목,102,492,100,540,8,324
2024-01-04,07:20,목,115,459,161,264,36,339
2024-01-04,07:30,목,118,540,166,288,50,150
2024-01-04,07:40,목,94,537,84,549,109,528
2024-01-04,07:50,목,95,414,134,519,47,6
2024-01-04,08:00,목,12,243,5,33,74,96
2024-01-04,08:10,목,87,588,151,246,1,186
2024-01-04,08:20,목,23,189,92,96,115,276
2024-01-04,08:30,목,122,30,30,9,179,357
2024-01-04,08:40,목,198,297,109,216,199,537
2024-01-04,08:50,목,43,426,183,321,25,432
2024-01-04,09:00,목,5,54,159,222,22,471
2024-01-04,09:10,목,15,54,184,261,140,576
2024-01-04,09:20,목,60,474,139,135,118,573
2024-01-04,09:30,목,97,453,186,573,17,21
2024-01-04,09:40,목,199,69,88,210,2,339
2024-01-04,09:50,목,49,408,133,105,32,537
2024-01-04,10:00,목,163,588,53,90,36,30
2024-01-04,10:10,목,73,354,164,258,134,534
2024-01-04,10:20,목,56,345,35,270,159,279
2024-01-04,10:30,목,179,456,72,126,141,525
2024-01-04,10:40,목,179,48,146,72,69,111
2024-01-04,10:50,목,168,528,19,15,75,507
2024-01-04,11:00,목,188,12,9,549,43,465
2024-01-04,11:10,목,159,180,7,129,172,489
2024-01-04,11:20,목,156,585,108,372,38,354
2024-01-04,11:30,목,139,66,24,309,57,372
2024-01-04,11:40,목,108,270,67,108,58,18
2024-01-04,11:50,목,49,258,84,462,23,594
2024-01-04,12:00,목,42,258,198,507,200,486
2024-01-04,12:10,목,63,291,94,312,66,399
2024-01-04,12:20,목,144,207,85,540,93,525
2024-01-04,12:30,목,51,18,50,75,104,15
2024-01-04,12:40,목,40,249,40,384,42,237
2024-01-04,12:50,목,133,297,14,528,110,414
2024-01-04,13:00,목,2,165,58,261,17,150
2024-01-04,13:10,목,133,405,29,273,43,285
2024-01-04,13:20,목,93,555,123,117,11,336
2024-01-04,13:30,목,142,546,110,138,91,411
2024-01-04,13:40,목,47,291,34,453,100,321
2024-01-04,13:50,목,118,270,149,240,3,195
2024-01-04,14:00,목,183,525,144,174,139,102
2024-01-04,14:10,목,57,174,64,243,92,165
2024-01-04,14:20,목,118,39,73,81,122,324
2024-01-04,14:30,목,157,114,19,72,94,453
2024-01-04,14:40,목,165,3,177,270,130,147
2024-01-04,14:50,목,99,210,68,375,63,261
2024-01-04,15:00,목,14,69,100,6,12,381
2024-01-04,15:10,목,41,474,5,234,91,591
2024-01-04,15:20,목,190,327,63,336,186,465
2024-01-04,15:30,목,7,465,162,282,126,162
2024-01-04,15:40,목,56,549,33,477,170,378
2024-01-04,15:50,목,169,555,175,252,134,510
2024-01-04,16:00,목,148,276,122,576,17,6
2024-01-04,16:10,목,121,75,126,231,121,135
2024-01-04,16:20,목,76,27,27,318,11,552
2024-01-04,16:30,목,172,300,179,513,130,198
2024-01-04,16:40,목,61,537,187,426,37,147
2024-01-04,16:50,목,2,87,161,546,94,246
2024-01-04,17:00,목,5,21,79,24,47,375
2024-01-04,17:10,목,163,192,16,465,13,243
2024-01-04,17:20,목,108,255,58,279,54,381
2024-01-04,17:30,목,62,468,2,414,89,45
2024-01-04,17:40,목,5,273,25,438,1,252
2024-01-04,17:50,목,115,153,77,6,61,447
2024-01-04,18:00,목,113,114,179,6,164,237
2024-01-04,18:10,목,141,57,57,117,106,489
2024-01-04,18:20,목,71,240,21,198,5,246
2024-01-04,18:30,목,3,183,15,240,105,15
2024-01-04,18:40,목,37,120,69,420,37,345
2024-01-04,18:50,목,172,324,14,423,72,15
2024-01-04,19:00,목,39,516,34,186,60,147
2024-01-04,19:10,목,70,549,44,105,152,567
2024-01-04,19:20,목,55,432,187,462,34,435
2024-01-04,19:30,목,96,396,119,303,148,243
2024-01-04,19:40,목,38,162,189,66,136,552
2024-01-04,19:50,목,147,582,62,396,148,294
2024-01-04,20:00,목,86,396,148,105,172,222
2024-01-04,20:10,목,157,441,73,168,51,396
2024-01-04,20:20,목,81,171,88,372,39,126
