날짜,시간,요일,남자 청년,여자 청년,남자 중장년,여자 중장년,남자 청소년 이하,여자 청소년 이하
2024-01-02,14:10,화,513,66,191,60,78,127
2024-01-02,14:20,화,114,288,18,143,31,106
2024-01-02,14:30,화,249,465,81,39,176,105
2024-01-02,14:40,화,411,537,103,195,75,118
2024-01-02,14:50,화,90,366,146,126,107,91
2024-01-02,15:00,화,72,327,156,154,25,190
2024-01-02,15:10,화,228,423,186,103,16,67
2024-01-02,15:20,화,540,147,8,54,158,92
2024-01-02,15:30,화,405,303,174,50,8,183
2024-01-02,15:40,화,249,252,71,141,104,11
2024-01-02,15:50,화,345,306,127,16,114,74
2024-01-02,16:00,화,411,60,159,125,66,133
2024-01-02,16:10,화,483,222,133,110,78,79
2024-01-02,16:20,화,543,135,72,133,198,132
2024-01-02,16:30,화,45,51,30,180,43,97
2024-01-02,16:40,화,30,207,29,17,90,165
2024-01-02,16:50,화,393,144,119,90,25,151
2024-01-02,17:00,화,552,279,198,185,39,86
2024-01-02,17:10,화,261,285,129,96,164,46
2024-01-02,17:20,화,135,81,32,145,44,175
2024-01-02,17:30,화,594,153,76,122,197,2
2024-01-02,17:40,화,558,504,101,103,88,173
2024-01-02,17:50,화,168,201,17,153,142,2
2024-01-02,18:00,화,531,252,15,151,192,107
2024-01-02,18:10,화,477,309,185,169,37,131
2024-01-02,18:20,화,177,252,29,67,63,154
2024-01-02,18:30,화,357,252,110,194,187,129
2024-01-02,18:40,화,198,258,96,104,180,134
2024-01-02,18:50,화,471,132,192,119,87,197
2024-01-02,19:00,화,318,267,185,198,85,18
2024-01-02,19:10,화,63,150,53,63,160,120
2024-01-02,19:20,화,105,378,188,127,198,173
2024-01-02,19:30,화,138,90,48,189,190,23
2024-01-02,19:40,화,516,438,192,25,189,26
2024-01-02,19:50,화,477,162,110,45,79,1
2024-01-02,20:00,화,420,330,36,52,53,50
2024-01-02,20:10,화,414,78,66,82,49,52
2024-01-02,20:20,화,51,543,87,83,130,150
2024-01-02,20:30,화,459,480,107,85,16,174
2024-01-02,20:40,화,33,411,53,155,7,23
2024-01-02,20:50,화,144,63,161,89,92,88
2024-01-02,21:00,화,480,306,110,175,62,147
2024-01-02,21:10,화,426,126,29,2,101,42
2024-01-02,21:20,화,126,96,138,78,71,117
2024-01-02,21:30,화,489,339,1,124,45,181
2024-01-02,21:40,화,594,189,24,173,33,97
2024-01-02,21:50,화,33,525,112,148,169,25
2024-01-02,22:00,화,501,189,4,186,25,116
2024-01-02,22:10,화,288,522,37,65,73,81
2024-01-02,22:20,화,15,258,1,119,30,66
2024-01-02,22:30,화,228,321,3,64,195,16
2024-01-02,22:40,화,594,306,97,106,31,84
2024-01-02,22:50,화,15,246,127,17,107,179
2024-01-02,23:00,화,201,300,184,179,162,194
2024-01-02,23:10,화,483,474,131,141,103,139
2024-01-02,23:20,화,468,246,60,26,56,86
2024-01-02,23:30,화,549,534,52,62,35,60
2024-01-02,23:40,화,543,474,5,174,146,144
2024-01-02,23:50,화,297,186,12,11,76,72
2024-01-03,00:00,수,447,24,36,79,135,82
2024-01-03,00:10,수,396,528,181,165,1,133
2024-01-03,00:20,수,27,312,96,24,13,47
2024-01-03,00:30,수,456,288,54,20,45,29
2024-01-03,00:40,수,465,12,104,34,63,190
2024-01-03,00:50,수,12,339,197,57,65,199
2024-01-03,01:00,수,24,387,57,171,34,100
2024-01-03,01:10,수,363,30,170,142,100,178
2024-01-03,01:20,수,138,210,134,131,112,81
2024-01-03,01:30,수,120,402,15,36,187,121
2024-01-03,01:40,수,261,69,32,3,9,110
2024-01-03,01:50,수,507,138,113,10,194,143
2024-01-03,02:00,수,558,576,153,137,164,148
2024-01-03,02:10,수,192,453,9,158,33,10
2024-01-03,02:20,수,438,270,78,128,87,79
2024-01-03,02:30,수,129,36,175,94,79,66
2024-01-03,02:40,수,258,240,38,64,104,55
2024-01-03,02:50,수,21,354,186,56,59,76
2024-01-03,03:00,수,480,501,164,66,127,137
2024-01-03,03:10,수,477,177,190,51,43,21
2024-01-03,03:20,수,459,6,127,36,141,176
2024-01-03,03:30,수,360,294,145,29,132,136
2024-01-03,03:40,수,258,516,86,198,197,151
2024-01-03,03:50,수,237,330,172,100,152,178
2024-01-03,04:00,수,189,225,93,153,135,130
2024-01-03,04:10,수,165,345,10,16,64,92
2024-01-03,04:20,수,411,435,100,182,141,110
2024-01-03,04:30,수,126,177,86,182,148,182
2024-01-03,04:40,수,141,123,48,166,173,116
2024-01-03,04:50,수,90,153,56,198,105,86
2024-01-03,05:00,수,507,99,178,67,7,58
2024-01-03,05:10,수,513,324,138,83,33,5
2024-01-03,05:20,수,450,99,40,123,53,120
2024-01-03,05:30,수,207,540,122,155,43,122
2024-01-03,05:40,수,102,447,14,113,96,192
2024-01-03,05:50,수,99,318,138,51,195,122
2024-01-03,06:00,수,423,600,97,6,9,121
2024-01-03,06:10,수,543,321,49,127,74,17
2024-01-03,06:20,수,321,375,44,37,10,79
2024-01-03,06:30,수,468,378,148,45,65,5
2024-01-03,06:40,수,585,195,79,99,35,128
2024-01-03,06:50,수,498,39,159,46,40,102
2024-01-03,07:00,수,315,333,180,131,121,167
2024-01-03,07:10,수,486,507,176,101,39,48
2024-01-03,07:20,수,531,33,115,45,163,88
2024-01-03,07:30,수,516,588,65,69,148,55
2024-01-03,07:40,수,486,204,159,118,168,21
2024-01-03,07:50,수,102,54,153,5,38,19
2024-01-03,08:00,수,495,192,152,184,138,172
2024-01-03,08:10,수,288,474,92,110,172,13
2024-01-03,08:20,수,333,201,133,5,170,88
2024-01-03,08:30,수,372,138,108,190,180,75
2024-01-03,08:40,수,390,351,148,47,52,195
2024-01-03,08:50,수,141,330,112,14,48,48
2024-01-03,09:00,수,93,333,82,69,41,97
2024-01-03,09:10,수,213,456,77,51,41,97
2024-01-03,09:20,수,288,39,104,193,54,153
2024-01-03,09:30,수,477,558,135,42,70,5
2024-01-03,09:40,수,72,498,93,90,4,95
2024-01-03,09:50,수,429,390,147,48,129,52
2024-01-03,10:00,수,390,99,141,29,17,94
2024-01-03,10:10,수,549,210,11,107,171,3
2024-01-03,10:20,수,414,402,38,67,31,59
2024-01-03,10:30,수,483,84,128,138,158,133
2024-01-03,10:40,수,390,213,162,51,3,96
2024-01-03,10:50,수,390,432,132,165,92,54
2024-01-03,11:00,수,351,282,173,63,144,26
2024-01-03,11:10,수,126,363,192,132,161,163
2024-01-03,11:20,수,444,210,95,62,70,15
2024-01-03,11:30,수,483,387,155,147,168,3
2024-01-03,11:40,수,147,6,17,145,67,61
2024-01-03,11:50,수,570,585,1,142,147,118
2024-01-03,12:00,수,480,282,182,12,19,67
2024-01-03,12:10,수,249,519,107,17,82,96
2024-01-03,12:20,수,408,369,104,134,156,173
2024-01-03,12:30,수,483,513,19,74,34,32
2024-01-03,12:40,수,465,489,53,12,97,4
2024-01-03,12:50,수,111,36,72,173,116,136
2024-01-03,13:00,수,483,429,144,45,78,183
2024-01-03,13:10,수,69,33,111,126,118,160
2024-01-03,13:20,수,381,462,101,109,174,191
2024-01-03,13:30,수,138,435,176,98,156,77
2024-01-03,13:40,수,576,471,102,10,84,179
2024-01-03,13:50,수,285,321,56,200,175,154
2024-01-03,14:00,수,144,102,37,92,153,10
2024-01-03,14:10,수,165,264,6,81,164,124
2024-01-03,14:20,수,366,204,84,125,103,102
2024-01-03,14:30,수,561,138,70,179,107,112
2024-01-03,14:40,수,267,558,67,183,161,187
2024-01-03,14:50,수,267,333,41,138,46,125
2024-01-03,15:00,수,357,21,68,135,58,105
2024-01-03,15:10,수,201,582,137,127,5,156
2024-01-03,15:20,수,540,327,141,103,184,160
2024-01-03,15:30,수,69,288,90,41,90,26
2024-01-03,15:40,수,330,3,66,140,62,90
2024-01-03,15:50,수,495,396,152,59,34,65
2024-01-03,16:00,수,528,87,94,148,104,12
2024-01-03,16:10,수,471,360,148,117,130,107
2024-01-03,16:20,수,345,507,89,83,4,11
2024-01-03,16:30,수,279,393,103,123,51,23
2024-01-03,16:40,수,465,141,41,21,122,145
2024-01-03,16:50,수,42,51,6,193,175,92
2024-01-03,17:00,수,591,96,43,47,79,198
2024-01-03,17:10,수,594,75,185,198,57,90
2024-01-03,17:20,수,339,69,144,104,76,161
2024-01-03,17:30,수,102,270,23,54,133,130
2024-01-03,17:40,수,117,9,95,158,87,42
2024-01-03,17:50,수,564,60,86,43,183,42
2024-01-03,18:00,수,321,63,151,17,63,25
2024-01-03,18:10,수,552,573,136,75,49,82
2024-01-03,18:20,수,195,90,36,171,6,14
2024-01-03,18:30,수,216,357,90,84,150,174
2024-01-03,18:40,수,435,123,43,145,199,95
2024-01-03,18:50,수,153,282,157,33,101,7
2024-01-03,19:00,수,84,363,50,63,71,188
2024-01-03,19:10,수,477,336,152,6,185,154
2024-01-03,19:20,수,102,468,104,90,26,184
2024-01-03,19:30,수,543,576,10,6,113,53
2024-01-03,19:40,수,303,384,180,61,169,104
2024-01-03,19:50,수,282,105,37,103,1,110
2024-01-03,20:00,수,330,459,76,179,160,61
2024-01-03,20:10,수,276,534,41,13,188,34
2024-01-03,20:20,수,498,36,69,7,21,29
2024-01-03,20:30,수,114,297,30,70,65,169
2024-01-03,20:40,수,588,471,171,19,21,73
2024-01-03,20:50,수,198,384,154,144,177,151
2024-01-03,21:00,수,273,63,121,138,68,122
2024-01-03,21:10,수,327,192,132,40,49,52
2024-01-03,21:20,수,24,162,165,99,126,61
2024-01-03,21:30,수,312,96,32,75,119,36
2024-01-03,21:40,수,264,411,6,24,114,49
2024-01-03,21:50,수,204,78,42,12,116,129
2024-01-03,22:00,수,60,198,51,163,196,5
2024-01-03,22:10,수,36,201,118,129,68,96
2024-01-03,22:20,수,534,252,68,111,80,178
2024-01-03,22:30,수,411,234,124,128,170,187
2024-01-03,22:40,수,6,264,23,115,86,87
2024-01-03,22:50,수,357,207,24,149,3,68
2024-01-03,23:00,수,45,396,138,103,120,187
2024-01-03,23:10,수,213,51,100,138,48,43
2024-01-03,23:20,수,243,66,69,17,105,134
2024-01-03,23:30,수,453,480,131,25,3,134
2024-01-03,23:40,수,225,279,17,141,32,24
2024-01-03,23:50,수,405,156,122,53,129,34
2024-01-04,00:00,목,330,510,12,72,170,56
2024-01-04,00:10,목,546,444,167,63,74,180
2024-01-04,00:20,목,357,342,109,91,54,116
2024-01-04,00:30,목,429,528,172,164,86,63
2024-01-04,00:40,목,189,450,62,116,107,103
2024-01-04,00:50,목,585,360,17,119,94,179
2024-01-04,01:00,목,456,9,106,7,73,178
2024-01-04,01:10,목,153,63,29,96,96,86
2024-01-04,01:20,목,267,174,69,40,50,166
2024-01-04,01:30,목,495,357,192,199,193,50
2024-01-04,01:40,목,78,453,129,5,68,166
2024-01-04,01:50,목,246,45,187,42,60,79
2024-01-04,02:00,목,363,111,67,121,100,104
2024-01-04,02:10,목,360,48,14,132,144,197
2024-01-04,02:20,목,129,279,22,15,117,184
2024-01-04,02:30,목,207,459,27,189,139,65
2024-01-04,02:40,목,345,177,68,115,180,59
2024-01-04,02:50,목,513,363,90,91,162,102
2024-01-04,03:00,목,330,132,166,182,151,150
2024-01-04,03:10,목,474,339,16,100,192,187
2024-01-04,03:20,목,120,273,198,178,107,178
2024-01-04,03:30,목,168,243,115,129,11,118
2024-01-04,03:40,목,186,576,56,26,145,145
2024-01-04,03:50,목,129,510,152,69,197,10
2024-01-04,04:00,목,393,252,142,113,103,107
2024-01-04,04:10,목,12,291,32,7,63,191
2024-01-04,04:20,목,369,12,104,74,55,102
2024-01-04,04:30,목,324,273,111,151,120,93
2024-01-04,04:40,목,357,99,101,76,53,122
2024-01-04,04:50,목,411,348,87,17,3,92
2024-01-04,05:00,목,279,120,90,53,64,14
2024-01-04,05:10,목,102,297,187,27,82,199
2024-01-04,05:20,목,207,555,73,131,53,129
2024-01-04,05:30,목,315,66,187,55,123,5
2024-01-04,05:40,목,99,477,127,93,74,68
2024-01-04,05:50,목,528,534,162,95,197,6
2024-01-04,06:00,목,243,300,77,4,164,24
2024-01-04,06:10,목,585,501,91,53,195,128
2024-01-04,06:20,목,441,51,73,47,107,26
2024-01-04,06:30,목,255,570,142,31,146,16
2024-01-04,06:40,목,147,99,184,146,105,92
2024-01-04,06:50,목,426,282,13,43,17,180
2024-01-04,07:00,목,102,141,113,8,78,13
2024-01-04,07:10,목,459,432,197,166,133,156
2024-01-04,07:20,목,366,396,112,173,99,61
2024-01-04,07:30,목,420,357,132,113,126,75
2024-01-04,07:40,목,183,546,60,38,132,84
2024-01-04,07:50,목,60,93,184,161,187,99
2024-01-04,08:00,목,162,216,45,137,143,110
2024-01-04,08:10,목,468,210,66,28,111,183
2024-01-04,08:20,목,69,105,3,187,36,42
2024-01-04,08:30,목,456,531,167,131,187,101
2024-01-04,08:40,목,135,486,179,31,187,156
2024-01-04,08:50,목,261,432,54,96,57,173
2024-01-04,09:00,목,507,255,121,178,199,190
2024-01-04,09:10,목,159,414,109,87,120,49
2024-01-04,09:20,목,489,345,170,192,125,45
2024-01-04,09:30,목,507,486,154,76,117,4
2024-01-04,09:40,목,228,12,12,61,120,122
2024-01-04,09:50,목,96,360,181,90,9,176
2024-01-04,10:00,목,246,207,161,104,64,101
2024-01-04,10:10,목,306,9,185,2,8,75
2024-01-04,10:20,목,396,477,141,75,38,178
2024-01-04,10:30,목,285,354,135,53,144,65
2024-01-04,10:40,목,228,486,14,73,3,47
2024-01-04,10:50,목,534,450,182,24,145,164
2024-01-04,11:00,목,468,48,93,133,165,139
2024-01-04,11:10,목,429,156,107,80,72,137
2024-01-04,11:20,목,510,291,199,56,191,126
2024-01-04,11:30,목,462,567,189,86,50,70
2024-01-04,11:40,목,69,183,115,121,179,18
2024-01-04,11:50,목,339,534,62,164,23,155
2024-01-04,12:00,목,522,432,109,97,116,27
2024-01-04,12:10,목,420,567,69,109,123,10
2024-01-04,12:20,목,72,123,90,84,61,167
2024-01-04,12:30,목,189,549,7,108,12,148
2024-01-04,12:40,목,18,417,56,158,119,195
2024-01-04,12:50,목,150,21,9,94,17,180
2024-01-04,13:00,목,384,510,96,6,25,156
2024-01-04,13:10,목,432,390,51,15,23,190
2024-01-04,13:20,목,141,288,155,74,144,42
2024-01-04,13:30,목,249,357,9,193,172,42
2024-01-04,13:40,목,420,252,173,118,15,93
2024-01-04,13:50,목,528,213,89,179,72,138
2024-01-04,14:00,목,39,588,100,98,24,129
2024-01-04,14:10,목,120,18,83,36,33,195
2024-01-04,14:20,목,285,90,32,90,2,179
2024-01-04,14:30,목,129,363,47,157,44,174
2024-01-04,14:40,목,357,36,99,80,38,146
2024-01-04,14:50,목,501,438,184,9,125,85
2024-01-04,15:00,목,87,564,44,12,65,29
2024-01-04,15:10,목,369,39,43,28,9,12
2024-01-04,15:20,목,180,78,89,138,170,109
2024-01-04,15:30,목,333,318,160,78,59,176
2024-01-04,15:40,목,420,402,185,100,121,180
2024-01-04,15:50,목,204,126,172,128,152,72
2024-01-04,16:00,목,375,18,15,76,35,144
2024-01-04,16:10,목,297,105,172,119,112,145
2024-01-04,16:20,목,240,234,37,95,90,19
2024-01-04,16:30,목,372,471,49,182,147,20
2024-01-04,16:40,목,117,297,52,129,44,186
2024-01-04,16:50,목,588,174,11,163,98,112
2024-01-04,17:00,목,30,285,172,173,105,55
2024-01-04,17:10,목,192,165,82,141,151,63
2024-01-04,17:20,목,201,378,98,101,97,132
2024-01-04,17:30,목,96,423,149,85,98,165
2024-01-04,17:40,목,6,21,38,31,174,103
2024-01-04,17:50,목,336,87,173,128,117,21
2024-01-04,18:00,목,312,588,94,1,164,16
2024-01-04,18:10,목,414,273,22,146,62,140
2024-01-04,18:20,목,291,3,188,178,17,8
2024-01-04,18:30,목,504,81,75,69,171,189
2024-01-04,18:40,목,231,552,25,134,196,107
2024-01-04,18:50,목,183,324,175,8,94,27
2024-01-04,19:00,목,576,177,122,173,57,88
2024-01-04,19:10,목,357,525,116,120,60,33
2024-01-04,19:20,목,90,465,91,58,154,42
2024-01-04,19:30,목,426,246,150,87,64,153
2024-01-04,19:40,목,357,453,133,14,199,92
2024-01-04,19:50,목,279,411,134,112,51,109
2024-01-04,20:00,목,147,387,40,153,89,25
2024-01-04,20:10,목,141,453,133,9,154,192
2024-01-04,20:20,목,495,279,26,126,151,15
