cctv_id,detected_time,person_label,gender,age
,2025-02-06 15:07:02,13,male,adult
,2025-02-06 15:07:03,14,male,adult
,2025-02-06 15:07:06,15,male,adult
,2025-02-06 15:07:07,16,female,adult
,2025-02-06 15:07:07,17,female,adult
,2025-02-06 15:07:25,3,male,adult
,2025-02-06 15:07:25,4,female,adult
,2025-02-06 15:07:25,2,female,adult
,2025-02-06 15:07:25,1,male,adult
,2025-02-06 15:07:26,5,female,adult
,2025-02-06 15:07:28,6,male,adult
,2025-02-06 15:07:31,8,female,adult
,2025-02-06 15:07:32,9,female,adult
,2025-02-06 15:07:33,11,male,adult
,2025-02-06 15:07:36,12,male,adult
,2025-02-06 15:07:44,13,male,adult
,2025-02-06 15:07:47,14,male,adult
,2025-02-06 15:07:56,15,male,adult
,2025-02-06 15:26:57,1,male,adult
,2025-02-06 15:27:39,12,male,adult
,2025-02-06 15:27:48,16,female,adult
,2025-02-06 15:27:48,24,male,adult
,2025-02-06 15:27:50,42,female,adult
,2025-02-06 15:28:44,3,male,adult
,2025-02-06 15:28:44,2,female,adult
,2025-02-06 15:28:44,1,male,adult
,2025-02-06 15:28:44,4,female,adult
,2025-02-06 15:28:45,5,female,adult
,2025-02-06 15:28:46,6,male,adult
,2025-02-06 15:28:48,8,female,adult
,2025-02-06 15:28:48,9,female,adult
,2025-02-06 15:28:49,11,male,adult
,2025-02-06 15:28:50,12,male,adult
,2025-02-06 15:28:53,13,male,adult
,2025-02-06 15:28:54,14,male,adult
,2025-02-06 16:00:30,1,male,adult
,2025-02-06 16:00:32,2,male,old
,2025-02-06 16:00:36,5,male,adult
,2025-02-06 16:00:37,7,male,adult
,2025-02-06 16:53:41,4,female,adult
,2025-02-06 16:53:41,2,female,adult
,2025-02-06 16:53:41,1,male,adult
,2025-02-06 16:53:41,3,male,adult
,2025-02-06 16:53:42,5,female,adult
,2025-02-06 16:53:43,6,male,adult
,2025-02-06 16:53:44,8,female,adult
,2025-02-06 16:53:45,9,female,adult
,2025-02-06 16:53:45,11,male,adult
,2025-02-06 16:53:47,12,male,adult
,2025-02-06 16:53:50,13,male,adult
,2025-02-06 16:53:51,14,male,adult
,2025-02-06 16:53:54,15,male,adult
,2025-02-06 16:53:55,16,female,adult
,2025-02-06 16:53:55,17,female,adult
,2025-02-06 18:19:54,4,male,adult
,2025-02-06 18:19:54,1,male,adult
,2025-02-06 18:19:54,3,female,adult
,2025-02-06 18:19:55,2,male,adult
,2025-02-06 18:19:55,6,male,adult
,2025-02-06 18:19:56,7,male,old
,2025-02-06 18:19:58,10,female,adult
,2025-02-06 18:19:58,12,male,adult
,2025-02-06 18:19:59,13,male,adult
,2025-02-06 18:20:00,14,male,adult
,2025-02-06 18:20:00,15,male,adult
,2025-02-06 18:20:01,16,female,adult
,2025-02-06 18:20:02,17,male,adult
,2025-02-06 18:20:02,19,male,adult
,2025-02-06 18:20:02,18,female,adult
,2025-02-06 18:20:03,20,male,old
,2025-02-06 18:20:06,21,male,adult
,2025-02-06 18:20:06,23,female,adult
,2025-02-06 18:20:08,25,female,adult
,2025-02-06 18:20:08,26,male,adult
,2025-02-06 18:20:09,28,female,adult
,2025-02-06 18:20:09,29,male,adult
,2025-02-06 18:20:10,30,male,old
,2025-02-06 18:20:11,34,female,adult
,2025-02-06 18:20:11,35,male,adult
,2025-02-06 18:20:12,36,female,adult
,2025-02-06 18:20:12,37,female,adult
,2025-02-06 18:20:14,41,male,adult
