날짜,시간,요일,남자 청년,여자 청년,남자 중장년,여자 중장년,남자 청소년 이하,여자 청소년 이하
2024-01-01,17:40,월,8,4,38,32,44,7
2024-01-01,17:50,월,2,22,2,8,29,46
2024-01-01,18:00,월,41,15,46,42,41,40
2024-01-01,18:10,월,37,15,7,25,33,5
2024-01-01,18:20,월,32,34,42,25,34,8
2024-01-01,18:30,월,17,24,38,49,16,8
2024-01-01,18:40,월,10,41,6,42,22,27
2024-01-01,18:50,월,36,5,10,44,46,44
2024-01-01,19:00,월,15,37,20,8,35,20
2024-01-01,19:10,월,13,20,34,35,23,19
2024-01-01,19:20,월,46,2,36,11,8,34
2024-01-01,19:30,월,29,22,2,11,7,14
2024-01-01,19:40,월,44,5,5,5,13,31
2024-01-01,19:50,월,43,21,18,26,29,19
2024-01-01,20:00,월,35,16,23,9,15,17
2024-01-01,20:10,월,21,38,46,43,29,8
2024-01-01,20:20,월,2,5,9,30,39,25
2024-01-01,20:30,월,40,1,37,36,5,7
2024-01-01,20:40,월,48,13,5,8,14,2
2024-01-01,20:50,월,11,47,47,28,14,7
2024-01-01,21:00,월,13,8,12,48,8,18
2024-01-01,21:10,월,30,39,47,44,12,46
2024-01-01,21:20,월,31,24,37,13,39,26
2024-01-01,21:30,월,14,18,41,34,3,7
2024-01-01,21:40,월,41,19,7,10,49,38
2024-01-01,21:50,월,47,29,3,36,16,24
2024-01-01,22:00,월,34,12,36,27,42,3
2024-01-01,22:10,월,37,30,8,37,1,6
2024-01-01,22:20,월,1,22,38,41,14,18
2024-01-01,22:30,월,15,20,11,29,45,7
2024-01-01,22:40,월,2,40,25,24,39,13
2024-01-01,22:50,월,33,38,19,22,41,27
2024-01-01,23:00,월,21,46,31,26,1,15
2024-01-01,23:10,월,15,39,16,34,47,41
2024-01-01,23:20,월,2,7,23,48,16,12
2024-01-01,23:30,월,24,5,24,21,25,11
2024-01-01,23:40,월,1,49,9,9,37,39
2024-01-01,23:50,월,44,32,25,39,40,10
2024-01-02,00:00,화,13,36,11,23,44,8
2024-01-02,00:10,화,18,18,14,40,4,41
2024-01-02,00:20,화,34,17,33,9,28,16
2024-01-02,00:30,화,16,27,2,6,31,23
2024-01-02,00:40,화,34,15,48,41,23,16
2024-01-02,00:50,화,38,24,26,27,15,19
2024-01-02,01:00,화,47,37,12,18,22,19
2024-01-02,01:10,화,26,18,9,9,1,4
2024-01-02,01:20,화,31,23,33,40,23,14
2024-01-02,01:30,화,28,45,37,31,18,43
2024-01-02,01:40,화,41,43,46,20,34,36
2024-01-02,01:50,화,37,33,45,34,22,48
2024-01-02,02:00,화,19,37,23,7,45,38
2024-01-02,02:10,화,44,11,19,27,43,15
2024-01-02,02:20,화,2,14,32,5,49,26
2024-01-02,02:30,화,17,46,38,18,18,26
2024-01-02,02:40,화,25,34,44,49,18,21
2024-01-02,02:50,화,11,24,33,47,41,39
2024-01-02,03:00,화,5,16,17,42,37,13
2024-01-02,03:10,화,28,33,8,5,20,31
2024-01-02,03:20,화,39,2,27,14,46,35
2024-01-02,03:30,화,14,6,47,31,40,27
2024-01-02,03:40,화,42,3,5,13,18,29
2024-01-02,03:50,화,45,1,47,31,35,19
2024-01-02,04:00,화,11,35,43,22,3,34
2024-01-02,04:10,화,37,21,13,1,11,37
2024-01-02,04:20,화,2,30,6,15,34,35
2024-01-02,04:30,화,4,45,13,36,2,3
2024-01-02,04:40,화,46,22,2,35,40,41
2024-01-02,04:50,화,10,44,21,34,3,46
2024-01-02,05:00,화,7,45,19,3,33,46
2024-01-02,05:10,화,11,23,33,12,2,7
2024-01-02,05:20,화,34,6,39,48,37,9
2024-01-02,05:30,화,45,36,38,36,17,19
2024-01-02,05:40,화,39,3,7,31,42,11
2024-01-02,05:50,화,3,35,36,49,40,13
2024-01-02,06:00,화,30,7,32,45,41,24
2024-01-02,06:10,화,33,48,23,6,24,49
2024-01-02,06:20,화,38,10,39,23,12,25
2024-01-02,06:30,화,25,47,19,15,3,38
2024-01-02,06:40,화,17,5,43,37,19,39
2024-01-02,06:50,화,21,3,4,33,37,30
2024-01-02,07:00,화,1,7,10,29,41,28
2024-01-02,07:10,화,27,19,6,21,33,27
2024-01-02,07:20,화,42,44,6,9,28,5
2024-01-02,07:30,화,46,20,19,39,42,7
2024-01-02,07:40,화,9,34,31,15,16,30
2024-01-02,07:50,화,40,26,42,10,22,23
2024-01-02,08:00,화,20,40,12,23,13,17
2024-01-02,08:10,화,46,49,25,14,39,25
2024-01-02,08:20,화,17,39,44,40,49,40
2024-01-02,08:30,화,42,25,3,32,45,44
2024-01-02,08:40,화,24,10,41,16,17,25
2024-01-02,08:50,화,11,5,7,45,25,37
2024-01-02,09:00,화,22,26,8,41,34,8
2024-01-02,09:10,화,34,11,30,10,8,43
2024-01-02,09:20,화,23,33,13,37,42,18
2024-01-02,09:30,화,37,18,12,18,19,34
2024-01-02,09:40,화,45,32,26,33,10,47
2024-01-02,09:50,화,44,39,49,28,10,42
2024-01-02,10:00,화,20,47,15,35,12,26
2024-01-02,10:10,화,41,10,47,2,25,27
2024-01-02,10:20,화,9,18,31,4,46,18
2024-01-02,10:30,화,48,21,27,22,21,36
2024-01-02,10:40,화,17,3,5,40,24,3
2024-01-02,10:50,화,10,12,20,35,45,43
2024-01-02,11:00,화,18,38,31,40,20,42
2024-01-02,11:10,화,38,18,11,3,38,19
2024-01-02,11:20,화,34,48,41,14,48,6
2024-01-02,11:30,화,15,42,18,42,4,31
2024-01-02,11:40,화,34,9,47,21,8,4
2024-01-02,11:50,화,23,22,45,11,46,39
2024-01-02,12:00,화,13,21,22,35,1,39
2024-01-02,12:10,화,23,19,8,11,43,36
2024-01-02,12:20,화,31,46,35,12,13,37
2024-01-02,12:30,화,30,18,28,14,44,6
2024-01-02,12:40,화,40,2,12,42,45,12
2024-01-02,12:50,화,2,6,33,46,8,35
2024-01-02,13:00,화,25,23,31,18,27,32
2024-01-02,13:10,화,25,11,45,24,5,13
2024-01-02,13:20,화,27,34,41,37,10,2
2024-01-02,13:30,화,49,46,3,9,22,5
2024-01-02,13:40,화,4,25,14,45,10,44
2024-01-02,13:50,화,36,13,19,25,21,22
2024-01-02,14:00,화,6,25,37,36,32,8
2024-01-02,14:10,화,40,15,48,26,28,9
2024-01-02,14:20,화,6,39,10,3,34,25
2024-01-02,14:30,화,9,10,9,38,37,41
2024-01-02,14:40,화,49,10,4,11,31,13
2024-01-02,14:50,화,9,26,10,19,41,7
2024-01-02,15:00,화,47,23,36,17,8,11
2024-01-02,15:10,화,38,41,11,22,49,45
2024-01-02,15:20,화,32,7,27,21,35,26
2024-01-02,15:30,화,13,31,33,10,9,24
2024-01-02,15:40,화,13,12,16,16,9,35
2024-01-02,15:50,화,8,31,39,20,35,46
2024-01-02,16:00,화,15,14,43,17,34,26
2024-01-02,16:10,화,25,13,10,13,18,4
2024-01-02,16:20,화,27,11,32,41,3,49
2024-01-02,16:30,화,4,9,18,47,9,40
2024-01-02,16:40,화,43,42,23,3,25,47
2024-01-02,16:50,화,40,16,25,46,39,41
2024-01-02,17:00,화,36,4,41,21,11,1
2024-01-02,17:10,화,49,41,10,36,10,25
2024-01-02,17:20,화,10,24,19,7,40,10
2024-01-02,17:30,화,39,6,30,8,17,8
2024-01-02,17:40,화,40,30,34,33,18,3
2024-01-02,17:50,화,4,27,37,47,12,5
2024-01-02,18:00,화,22,2,46,35,1,39
2024-01-02,18:10,화,4,23,7,18,43,5
2024-01-02,18:20,화,8,39,5,6,14,44
2024-01-02,18:30,화,6,6,41,10,5,28
2024-01-02,18:40,화,6,4,31,16,8,10
2024-01-02,18:50,화,27,38,46,33,46,30
2024-01-02,19:00,화,37,19,3,17,17,15
2024-01-02,19:10,화,23,38,47,20,13,8
2024-01-02,19:20,화,22,32,14,28,28,16
2024-01-02,19:30,화,2,8,1,36,13,46
2024-01-02,19:40,화,1,29,45,29,4,15
2024-01-02,19:50,화,6,47,15,12,44,42
2024-01-02,20:00,화,3,31,38,11,36,26
2024-01-02,20:10,화,12,22,11,48,43,24
2024-01-02,20:20,화,10,2,35,27,24,19
2024-01-02,20:30,화,34,23,32,21,48,34
2024-01-02,20:40,화,49,48,30,43,23,24
2024-01-02,20:50,화,30,27,7,27,20,34
2024-01-02,21:00,화,29,3,37,6,33,19
2024-01-02,21:10,화,13,3,45,22,31,2
2024-01-02,21:20,화,12,12,5,9,43,12
2024-01-02,21:30,화,7,1,42,42,39,1
2024-01-02,21:40,화,4,30,49,32,4,10
2024-01-02,21:50,화,31,19,14,15,11,30
2024-01-02,22:00,화,6,26,10,44,28,21
2024-01-02,22:10,화,29,48,23,5,7,26
2024-01-02,22:20,화,27,25,26,22,12,28
2024-01-02,22:30,화,7,44,30,1,15,16
2024-01-02,22:40,화,47,10,16,44,20,49
2024-01-02,22:50,화,12,40,1,35,24,36
2024-01-02,23:00,화,19,2,14,34,35,10
2024-01-02,23:10,화,48,10,19,8,23,22
2024-01-02,23:20,화,49,11,19,20,25,35
2024-01-02,23:30,화,30,31,42,25,47,39
2024-01-02,23:40,화,27,11,43,7,14,48
2024-01-02,23:50,화,29,23,18,34,44,43
2024-01-03,00:00,수,20,4,31,24,10,10
2024-01-03,00:10,수,43,4,31,3,43,30
2024-01-03,00:20,수,27,2,45,48,45,28
2024-01-03,00:30,수,34,26,31,35,18,26
2024-01-03,00:40,수,6,43,44,30,40,18
2024-01-03,00:50,수,40,35,6,36,32,23
2024-01-03,01:00,수,7,8,4,18,46,11
2024-01-03,01:10,수,22,10,44,32,33,47
2024-01-03,01:20,수,31,25,9,33,28,27
2024-01-03,01:30,수,22,32,18,22,9,1
2024-01-03,01:40,수,21,19,44,1,23,23
2024-01-03,01:50,수,28,49,34,4,40,27
2024-01-03,02:00,수,10,32,47,47,5,24
2024-01-03,02:10,수,37,45,8,39,39,27
2024-01-03,02:20,수,30,14,22,30,5,12
2024-01-03,02:30,수,38,43,8,33,13,22
2024-01-03,02:40,수,28,10,1,43,27,47
2024-01-03,02:50,수,36,34,22,9,8,25
2024-01-03,03:00,수,36,35,8,18,17,40
2024-01-03,03:10,수,46,12,15,32,48,9
2024-01-03,03:20,수,14,27,45,5,37,24
2024-01-03,03:30,수,45,23,49,2,11,30
2024-01-03,03:40,수,16,31,11,25,9,20
2024-01-03,03:50,수,44,8,35,29,24,47
2024-01-03,04:00,수,37,23,47,18,38,32
2024-01-03,04:10,수,43,34,22,3,33,31
2024-01-03,04:20,수,36,23,31,38,47,16
2024-01-03,04:30,수,25,43,18,17,47,17
2024-01-03,04:40,수,2,37,13,40,8,17
2024-01-03,04:50,수,3,3,37,8,16,37
2024-01-03,05:00,수,42,32,30,29,14,23
2024-01-03,05:10,수,9,23,10,20,5,3
2024-01-03,05:20,수,27,4,24,13,15,49
2024-01-03,05:30,수,22,20,24,12,43,44
2024-01-03,05:40,수,48,36,43,40,44,45
2024-01-03,05:50,수,49,45,15,19,21,33
2024-01-03,06:00,수,10,48,1,49,16,22
2024-01-03,06:10,수,11,30,28,48,39,35
2024-01-03,06:20,수,26,41,18,30,13,15
2024-01-03,06:30,수,30,46,36,29,28,24
2024-01-03,06:40,수,41,3,35,15,9,23
2024-01-03,06:50,수,9,35,25,17,34,20
2024-01-03,07:00,수,18,26,39,38,23,47
2024-01-03,07:10,수,17,47,32,2,46,42
2024-01-03,07:20,수,20,19,30,10,38,33
2024-01-03,07:30,수,37,38,19,5,17,16
2024-01-03,07:40,수,33,25,15,7,30,13
2024-01-03,07:50,수,44,7,9,6,33,11
2024-01-03,08:00,수,39,12,24,33,9,18
2024-01-03,08:10,수,3,30,39,38,37,18
2024-01-03,08:20,수,33,31,28,12,36,4
2024-01-03,08:30,수,43,48,42,11,30,4
2024-01-03,08:40,수,37,33,4,20,42,47
2024-01-03,08:50,수,23,22,31,22,30,5
2024-01-03,09:00,수,25,18,10,17,20,22
2024-01-03,09:10,수,40,42,5,23,21,18
2024-01-03,09:20,수,32,19,41,19,17,24
2024-01-03,09:30,수,6,4,8,33,40,19
2024-01-03,09:40,수,33,21,7,30,44,6
2024-01-03,09:50,수,23,24,21,8,39,13
2024-01-03,10:00,수,13,40,28,22,42,22
2024-01-03,10:10,수,9,17,7,29,35,36
2024-01-03,10:20,수,34,4,8,3,23,34
2024-01-03,10:30,수,12,48,4,38,31,18
2024-01-03,10:40,수,12,30,25,29,37,22
2024-01-03,10:50,수,22,46,38,43,46,41
2024-01-03,11:00,수,47,27,4,37,21,43
2024-01-03,11:10,수,47,4,46,24,13,13
2024-01-03,11:20,수,42,44,30,37,40,40
2024-01-03,11:30,수,30,23,41,40,33,4
2024-01-03,11:40,수,14,39,30,27,33,13
2024-01-03,11:50,수,10,42,16,23,14,40
2024-01-03,12:00,수,21,17,9,25,24,42
2024-01-03,12:10,수,6,47,32,16,8,33
2024-01-03,12:20,수,18,39,31,16,33,1
2024-01-03,12:30,수,9,4,28,4,8,6
2024-01-03,12:40,수,30,21,18,24,26,11
2024-01-03,12:50,수,33,1,31,41,44,49
2024-01-03,13:00,수,4,47,38,29,6,18
2024-01-03,13:10,수,38,8,10,12,20,3
2024-01-03,13:20,수,41,10,14,31,10,19
2024-01-03,13:30,수,19,47,2,48,49,7
2024-01-03,13:40,수,48,38,2,3,32,41
2024-01-03,13:50,수,18,48,36,5,41,18
2024-01-03,14:00,수,21,9,19,28,36,13
2024-01-03,14:10,수,21,22,11,42,33,10
2024-01-03,14:20,수,33,19,28,21,32,11
2024-01-03,14:30,수,32,21,25,8,26,5
2024-01-03,14:40,수,38,44,36,12,4,33
2024-01-03,14:50,수,11,7,45,37,3,32
2024-01-03,15:00,수,31,32,15,38,25,14
2024-01-03,15:10,수,31,37,11,32,28,36
2024-01-03,15:20,수,5,35,14,22,33,44
2024-01-03,15:30,수,4,28,31,40,31,6
2024-01-03,15:40,수,42,3,30,43,24,4
2024-01-03,15:50,수,28,7,14,36,14,11
2024-01-03,16:00,수,27,46,47,40,28,37
2024-01-03,16:10,수,13,37,3,42,31,49
2024-01-03,16:20,수,44,31,4,49,43,30
2024-01-03,16:30,수,6,21,28,44,9,2
2024-01-03,16:40,수,32,4,17,24,26,31
2024-01-03,16:50,수,48,27,25,32,12,29
2024-01-03,17:00,수,18,19,48,6,3,11
2024-01-03,17:10,수,48,8,32,37,46,45
2024-01-03,17:20,수,47,42,2,6,3,42
2024-01-03,17:30,수,38,17,18,10,49,2
2024-01-03,17:40,수,14,48,49,12,20,16
2024-01-03,17:50,수,10,2,39,35,31,45
2024-01-03,18:00,수,2,25,26,42,7,44
2024-01-03,18:10,수,14,49,47,34,30,20
2024-01-03,18:20,수,46,5,46,35,8,5
2024-01-03,18:30,수,8,1,15,12,6,28
2024-01-03,18:40,수,24,15,32,8,10,9
2024-01-03,18:50,수,18,11,29,4,29,20
2024-01-03,19:00,수,14,13,46,11,5,43
2024-01-03,19:10,수,19,16,38,29,25,25
2024-01-03,19:20,수,21,35,26,32,16,40
2024-01-03,19:30,수,47,26,43,19,27,7
2024-01-03,19:40,수,13,21,28,46,12,19
2024-01-03,19:50,수,26,36,1,21,46,18
2024-01-03,20:00,수,34,17,29,7,14,24
2024-01-03,20:10,수,42,12,21,34,21,36
2024-01-03,20:20,수,30,14,10,24,9,4
2024-01-03,20:30,수,13,37,12,1,13,18
2024-01-03,20:40,수,24,24,7,46,42,11
2024-01-03,20:50,수,8,18,27,8,2,22
2024-01-03,21:00,수,42,13,36,36,15,38
2024-01-03,21:10,수,25,38,44,37,34,49
2024-01-03,21:20,수,24,42,40,42,39,31
2024-01-03,21:30,수,40,13,23,11,39,30
2024-01-03,21:40,수,12,38,33,38,31,7
2024-01-03,21:50,수,22,49,18,29,25,22
2024-01-03,22:00,수,39,24,18,7,32,4
2024-01-03,22:10,수,38,8,48,48,43,18
2024-01-03,22:20,수,39,4,11,25,2,31
2024-01-03,22:30,수,33,6,30,23,34,20
2024-01-03,22:40,수,4,19,41,25,42,37
2024-01-03,22:50,수,5,19,14,20,40,16
2024-01-03,23:00,수,45,44,35,25,38,30
2024-01-03,23:10,수,32,33,40,36,25,25
2024-01-03,23:20,수,41,3,11,48,34,37
2024-01-03,23:30,수,11,5,1,21,8,15
2024-01-03,23:40,수,38,37,30,43,15,49
2024-01-03,23:50,수,32,48,33,49,6,44
2024-01-04,00:00,목,25,17,14,17,26,43
2024-01-04,00:10,목,29,20,15,28,38,23
2024-01-04,00:20,목,13,37,24,49,39,42
2024-01-04,00:30,목,35,6,33,46,32,29
2024-01-04,00:40,목,32,28,6,16,35,6
2024-01-04,00:50,목,39,47,7,12,13,34
2024-01-04,01:00,목,3,24,18,48,8,35
2024-01-04,01:10,목,18,38,10,30,43,30
2024-01-04,01:20,목,1,4,48,42,25,25
2024-01-04,01:30,목,27,36,32,35,39,15
2024-01-04,01:40,목,2,43,17,42,32,31
2024-01-04,01:50,목,30,14,46,45,1,33
2024-01-04,02:00,목,42,49,20,21,29,22
2024-01-04,02:10,목,43,46,39,44,12,36
2024-01-04,02:20,목,30,4,37,10,2,19
2024-01-04,02:30,목,29,15,43,24,26,28
2024-01-04,02:40,목,35,10,30,13,28,12
2024-01-04,02:50,목,29,25,34,15,11,38
2024-01-04,03:00,목,3,24,10,1,29,3
2024-01-04,03:10,목,19,4,45,42,6,13
2024-01-04,03:20,목,27,8,12,19,39,31
2024-01-04,03:30,목,37,1,20,48,2,37
2024-01-04,03:40,목,7,21,38,39,17,6
2024-01-04,03:50,목,23,14,34,46,41,29
2024-01-04,04:00,목,11,8,29,11,29,43
2024-01-04,04:10,목,7,6,19,26,44,36
2024-01-04,04:20,목,22,43,46,1,33,29
2024-01-04,04:30,목,32,44,25,31,29,7
2024-01-04,04:40,목,39,31,4,18,49,22
2024-01-04,04:50,목,4,7,26,33,29,43
2024-01-04,05:00,목,24,34,32,14,30,32
2024-01-04,05:10,목,15,20,41,3,21,28
2024-01-04,05:20,목,32,15,1,46,33,40
2024-01-04,05:30,목,4,25,44,8,42,2
2024-01-04,05:40,목,1,29,35,3,42,15
2024-01-04,05:50,목,10,24,39,48,49,38
2024-01-04,06:00,목,41,1,32,30,29,14
2024-01-04,06:10,목,4,10,44,16,41,11
2024-01-04,06:20,목,44,30,8,16,46,30
2024-01-04,06:30,목,37,22,27,34,11,30
2024-01-04,06:40,목,44,9,30,20,35,16
2024-01-04,06:50,목,29,12,45,30,39,19
2024-01-04,07:00,목,28,46,19,12,6,42
2024-01-04,07:10,목,37,23,31,22,43,31
2024-01-04,07:20,목,41,19,24,16,42,28
2024-01-04,07:30,목,17,34,8,44,17,2
2024-01-04,07:40,목,45,33,36,16,20,29
2024-01-04,07:50,목,10,2,9,41,16,46
2024-01-04,08:00,목,41,5,18,47,22,38
2024-01-04,08:10,목,29,15,43,14,5,24
2024-01-04,08:20,목,39,47,32,44,38,43
2024-01-04,08:30,목,16,7,46,43,45,44
2024-01-04,08:40,목,7,25,13,32,17,24
2024-01-04,08:50,목,6,26,12,31,37,41
2024-01-04,09:00,목,4,41,6,1,25,38
2024-01-04,09:10,목,25,44,30,28,34,45
2024-01-04,09:20,목,32,8,14,8,34,22
2024-01-04,09:30,목,36,10,1,38,21,41
2024-01-04,09:40,목,8,30,3,37,41,30
2024-01-04,09:50,목,39,40,33,12,19,5
2024-01-04,10:00,목,21,40,34,12,13,16
2024-01-04,10:10,목,40,36,13,43,18,9
2024-01-04,10:20,목,14,13,29,22,14,27
2024-01-04,10:30,목,34,4,29,32,16,32
2024-01-04,10:40,목,26,26,41,30,28,34
2024-01-04,10:50,목,3,31,13,20,48,34
2024-01-04,11:00,목,17,29,5,32,14,37
2024-01-04,11:10,목,32,24,4,6,18,23
2024-01-04,11:20,목,39,19,45,35,32,32
2024-01-04,11:30,목,9,13,4,45,33,16
2024-01-04,11:40,목,49,33,35,27,15,24
2024-01-04,11:50,목,10,47,42,48,33,41
2024-01-04,12:00,목,44,31,28,37,29,38
2024-01-04,12:10,목,35,20,49,17,38,43
2024-01-04,12:20,목,23,36,40,49,43,9
2024-01-04,12:30,목,6,18,7,11,28,21
2024-01-04,12:40,목,28,35,32,27,16,23
2024-01-04,12:50,목,3,8,23,18,36,35
2024-01-04,13:00,목,22,19,25,35,24,2
2024-01-04,13:10,목,32,42,17,32,13,28
2024-01-04,13:20,목,39,2,38,39,45,27
2024-01-04,13:30,목,30,11,40,20,17,13
2024-01-04,13:40,목,23,39,37,16,17,40
2024-01-04,13:50,목,5,9,34,22,14,26
2024-01-04,14:00,목,33,3,49,20,46,8
2024-01-04,14:10,목,43,6,3,25,25,14
2024-01-04,14:20,목,7,8,44,48,5,28
2024-01-04,14:30,목,20,2,45,3,12,47
2024-01-04,14:40,목,28,31,34,16,14,41
2024-01-04,14:50,목,31,12,40,36,46,33
2024-01-04,15:00,목,32,13,8,19,33,8
2024-01-04,15:10,목,3,30,26,12,5,16
2024-01-04,15:20,목,19,48,34,33,43,9
2024-01-04,15:30,목,39,7,44,44,32,4
2024-01-04,15:40,목,17,1,28,38,13,35
2024-01-04,15:50,목,48,10,8,40,8,22
2024-01-04,16:00,목,35,16,24,7,14,39
2024-01-04,16:10,목,49,34,20,36,49,3
2024-01-04,16:20,목,10,25,20,31,17,44
2024-01-04,16:30,목,18,24,35,28,17,4
2024-01-04,16:40,목,27,22,23,17,3,37
2024-01-04,16:50,목,32,16,31,35,19,26
2024-01-04,17:00,목,41,25,34,30,46,49
2024-01-04,17:10,목,15,8,39,40,22,39
2024-01-04,17:20,목,12,13,46,46,37,1
2024-01-04,17:30,목,12,10,13,9,16,15
2024-01-04,17:40,목,35,46,39,25,40,44
2024-01-04,17:50,목,47,33,18,49,5,3
2024-01-04,18:00,목,21,4,1,9,7,12
2024-01-04,18:10,목,35,9,19,5,24,22
2024-01-04,18:20,목,5,2,10,31,3,3
2024-01-04,18:30,목,19,33,3,45,30,41
2024-01-04,18:40,목,13,33,32,11,2,36
2024-01-04,18:50,목,36,48,30,21,20,34
2024-01-04,19:00,목,15,33,2,11,35,29
2024-01-04,19:10,목,12,13,26,2,38,38
2024-01-04,19:20,목,29,33,10,17,32,11
2024-01-04,19:30,목,42,19,1,43,36,29
2024-01-04,19:40,목,6,36,23,29,32,43
2024-01-04,19:50,목,48,41,4,18,34,45
2024-01-04,20:00,목,40,33,20,47,21,13
2024-01-04,20:10,목,22,49,28,38,1,47
2024-01-04,20:20,목,6,15,20,25,43,38
